Date,nps,Comment
2/23/23 16:27,10,Thank you!
2/23/23 16:19,10,agilidad
2/23/23 16:16,10,excelebn
2/23/23 16:16,9,"Todo muy sencillo, solo el final no me gustó"
2/23/23 16:15,9,Página rápida y amigable. Eliminaría el menú de sugerencias de hospedaje
2/23/23 16:02,10,FACILIDAD
2/23/23 16:00,9,SON AMABLES LAS SOBRECARGOS
2/23/23 15:59,10,PORQUE ME PARECE MUY BUENO
2/23/23 15:59,10,buen precio
2/23/23 15:57,9,Estaba disponible
2/23/23 15:48,10,BUEN SERVICIO
2/23/23 15:34,9,X
2/23/23 15:34,10,no es complicado
2/23/23 15:24,10,facil de realizar reservaciones
2/23/23 15:21,10,MUY AGIL Y EFICIENTE
2/23/23 15:20,9,LINEA CON DESTINOS DIRECTOS Y BUENAS PROMOCIONES
2/23/23 15:07,10,fácil de usar
2/23/23 15:03,10,Accesible
2/23/23 14:56,10,es muy facil
2/23/23 14:55,10,no se batalla
2/23/23 14:53,9,sencillo y rapido
2/23/23 14:43,10,ME PARECE PRÁCTICO :)
2/23/23 14:42,10,por la facilidad y rapidez
2/23/23 14:42,9,AGILIDAD
2/23/23 14:36,10,RAPIDO Y FACIL
2/23/23 14:25,9,Buen servicio
2/23/23 14:23,10,es facil de usar
2/23/23 13:27,10,todas
2/23/23 13:07,9,es rapido
2/23/23 9:05,9,FACIL
2/23/23 8:41,10,Es muy practico!
2/23/23 6:45,10,POR LA FACILIDAD PARA OBTENER EL PASE DE ABORDAR
2/23/23 6:18,10,BIEN
2/23/23 6:11,10,Facil de hacer
2/23/23 5:39,10,Todo bien por el momento.
2/23/23 5:36,9,proeso rapido
2/23/23 5:27,10,x
2/23/23 5:14,9,por que tienes la confianza de que tu vuelo sea seguro
2/23/23 5:00,10,ME GUSTA
2/23/23 5:00,10,ES RAPIDO
2/23/23 4:42,10,son amables
2/23/23 4:32,10,LA PAGINA ES MUY AMIBABLE Y PRECIOS BUENOS
2/23/23 4:30,10,POR SU CALIDAD Y EFICIENCIA
2/23/23 4:19,10,Son muy claras las instrucciones que dan!!
2/23/23 4:09,10,no es complicado
2/23/23 3:59,10,rapidez
2/23/23 3:51,10,SON INCREIBLED
2/23/23 3:36,9,bien
2/23/23 3:34,10,x
2/23/23 3:01,10,Fácil y rápido
2/23/23 2:46,10,Es bueno
2/23/23 2:45,10,Todo bien.
2/23/23 2:42,10,muy fácil
2/23/23 2:40,10,MUY RAPIDO Y SENCILLO
2/23/23 2:33,10,es sencillo
2/23/23 2:25,10,Es sencillo y está bien explicado
2/23/23 2:22,10,Muy rápido y fácil!!!
2/23/23 2:18,10,por buena gente
2/23/23 2:16,9,es rapido
2/23/23 2:16,10,ES ÁGIL Y AMIGABLE
2/23/23 2:06,10,MUY BUEN SERVICIO
2/23/23 2:01,9,Super bien.
2/23/23 1:59,10,Todo bien
2/23/23 1:57,10,facil de usar
2/23/23 1:55,10,SON MUY PUNTUALES GRACIAS
2/23/23 1:55,10,facil y sencillo
2/23/23 1:42,10,POR SENCILLO
2/23/23 1:34,10,Fácil de utilizar
2/23/23 1:28,10,amigable
2/23/23 1:17,10,facil y rapido
2/23/23 1:14,10,ES MUY PRACTICO
2/23/23 1:05,9,ok
2/23/23 1:04,9,ES RAPIDO
2/23/23 0:59,10,"ÁGIL, PRACTICO, RÁPIDO E INTUITIVO."
2/23/23 0:48,10,Sumamente rápido e intuitivo
2/23/23 0:33,10,POR LO FÁCIL PARA REALIZAR EL CHECK IN
2/23/23 0:27,10,EFICIENTE Y AGIL
2/23/23 0:23,10,Contestan ràpido ... excelente atencion
2/23/23 0:23,10,fácil de usar
2/23/23 0:13,10,muy eficiente
2/22/23 23:55,10,EXCELENTE SERVICIO
2/22/23 23:54,10,mejoren la app como antes
2/22/23 23:53,10,Información precisa
2/22/23 23:46,10,accesible y rapida
2/22/23 23:43,10,gran growth hacking
2/22/23 23:30,10,por calidad y eficiencia
2/22/23 23:24,10,FACILIDAD DE HACER TU VUELO EN LINEA
2/22/23 22:55,10,rapidez
2/22/23 22:51,9,FACIL ACCESO Y AHORRO DE TIEMPO
2/22/23 22:47,10,Facil y rapido
2/22/23 22:44,9,facil y rapido.
2/22/23 22:40,10,"Fue super rápido, fácil y en una plataforma muy amigable. ¡Genial!"
2/22/23 22:37,10,FACILIDAD PARA COMPRAR EL BOLETO A LA MEDIDA DE TUS NECESIDADES
2/22/23 22:37,9,gracias
2/22/23 22:31,10,FACIL Y RAPIDO
2/22/23 22:14,10,VASA
2/22/23 22:11,10,SIEMPRE PUNTUALES
2/22/23 22:07,10,es rapido y sencillo
2/22/23 22:01,10,Muy sencillo el proceso
2/22/23 22:00,10,FACIL DE USAR
2/22/23 21:45,9,rapidez
2/22/23 21:43,10,Facil
2/22/23 21:43,10,Muy facil
2/22/23 21:33,10,Me parece excelente
2/22/23 21:27,10,Muy amigable la página
2/22/23 21:24,9,Muy buena linea
2/22/23 21:22,10,POR LOS PRECIOS EN VUELOS
2/22/23 21:20,10,rapidez
2/22/23 21:13,10,FLEXIBILIDAD
2/22/23 21:10,9,por la rapidez y sencilles
2/22/23 20:31,10,Muy fácil y amigable
2/22/23 20:27,10,M
2/22/23 20:26,10,rapido
2/22/23 20:23,10,por que es sencilla
2/22/23 20:18,10,Excelente
2/22/23 20:15,10,OK
2/22/23 20:13,9,es mas practico
2/22/23 20:10,10,.
2/22/23 20:08,10,gracias
2/22/23 20:07,10,económicos
2/22/23 19:56,10,POR LO RA PIDO
2/22/23 19:48,10,por que es muy sencillo y amigable
2/22/23 19:39,10,DILIGENTE
2/22/23 19:28,10,Es muy buena y fácil de realizar
2/22/23 19:13,10,Es rápido y fácil
2/22/23 19:13,10,bien
2/22/23 19:03,10,FACILIDAD PARA CAMBIOS DE VUELO
2/22/23 18:51,10,MUY AGIL LA APLICACION
2/22/23 18:40,10,MUY FACIL DE REALIZAR
2/22/23 18:32,10,muy fácil y rápido
2/22/23 18:14,9,es facil y rapido
2/22/23 18:13,10,AGIL
2/22/23 18:01,10,MUY PRACTICO
2/22/23 18:00,10,ES FACIL Y RAPIDO
2/22/23 17:54,10,te fracilita
2/22/23 17:45,10,EXCELENTE SERVICIO
2/22/23 17:38,10,Tienen muy buen servicio y la pagina es muy amigable
2/22/23 17:26,10,Fácil de realizar y en tiempo suficiente.
2/22/23 17:21,10,Rapidéz
2/22/23 17:12,9,TODO BIEN
2/22/23 17:12,10,practicos
2/22/23 17:12,10,por el servicio
2/22/23 17:04,10,FACIL
2/22/23 17:00,10,muy sencilla de usar
2/22/23 16:59,10,ok
2/22/23 16:58,9,ES FACIL
2/22/23 16:54,10,"Fácil, rápido, e intuitivo"
2/22/23 16:40,10,Rapidisimo
2/22/23 16:34,10,La facilidad y el desgloce de los precios
2/22/23 16:19,9,práctico
2/22/23 16:07,10,por informar oportunamente
2/22/23 16:05,10,si
2/22/23 16:02,10,buen servicio
2/22/23 15:57,10,MUY RÁPIDO
2/22/23 15:53,10,.
2/22/23 15:41,10,Eficacia
2/22/23 15:32,9,porque es muy práctico y nos ahorra tiempo y costos
2/22/23 15:29,10,MUY RAPIDO Y FACIL
2/22/23 15:29,9,RAPIDO
2/22/23 15:25,10,POR SU EXCELENTE SERVICIO
2/22/23 15:01,10,MUY SENCILLO Y FACIL
2/22/23 14:52,10,Cuando estas logeado con tu cuenta es súper rápido hacer el check-in.
2/22/23 14:49,9,Eficiente
2/22/23 14:47,10,POR EL MEJOR SERVICIO
2/22/23 14:41,10,AGIL
2/22/23 14:11,10,MUY PRACTICO
2/22/23 13:31,9,es sencillo
2/22/23 13:28,10,buen servicio
2/22/23 13:17,10,Me parece bueno
2/22/23 13:06,10,TODO BIEN
2/22/23 11:43,10,Es muy sencillo y comodo
2/22/23 7:49,10,RAPIDO
2/22/23 7:30,9,por ser facil y comodo
2/22/23 6:39,10,PRECIO
2/22/23 5:42,9,BUEN SERVICIO
2/22/23 5:34,10,RAPIDO
2/22/23 5:32,10,sencillo
2/22/23 5:00,10,CALIDAD
2/22/23 4:48,9,intente usar el saldo que me quedo en el certificado y me dicen que ya fue usado...
2/22/23 4:28,9,Es fácil y cómodo
2/22/23 4:22,10,Facil de uso
2/22/23 4:21,10,Por la facilidad y la rapidez con la que se hace
2/22/23 4:15,10,"Muy buenp, facil de usar."
2/22/23 4:05,9,Todo bien
2/22/23 4:00,10,todo fue muy rápido
2/22/23 3:12,9,muy practico y rapido
2/22/23 3:11,9,gracias
2/22/23 3:04,10,MUY FACIL
2/22/23 3:03,9,agiliza el proceso
2/22/23 2:55,10,OK
2/22/23 2:53,10,.
2/22/23 2:52,10,es muy agil
2/22/23 2:47,10,"buenos precios,equipaje"
2/22/23 2:44,10,Buen Servicio. El sistema en linea es fácil de navegar.
2/22/23 2:41,10,SERVICIO RAPIDO Y FACIL
2/22/23 2:34,10,Al hacer en línea es muy rápido
2/22/23 2:31,10,Por la facilidad de acceso y entendible
2/22/23 2:28,10,buen servicio
2/22/23 2:16,10,"Amigable, muy facil de usar"
2/22/23 2:07,10,si
2/22/23 2:02,10,POR RAPIDEZ
2/22/23 1:44,9,servicio
2/22/23 1:24,10,porque si
2/22/23 1:18,10,ES MUY FACIL HACERLO
2/22/23 1:06,10,es amigable
2/22/23 1:05,10,Ok
2/22/23 1:03,10,es muy rapido
2/22/23 0:45,10,PRACTICO
2/22/23 0:37,10,Muy facil
2/22/23 0:35,10,FACIL DE REALIZAR
2/22/23 0:33,9,Es práctica y fácil de usar
2/22/23 0:27,10,ECONÓMICO
2/22/23 0:26,10,muy buen servicio
2/22/23 0:18,10,Check rapido y facil
2/22/23 0:14,10,buen servicio y mejora el proceso
2/22/23 0:13,10,muy amigable
2/22/23 0:00,10,MUY PRACTICO
2/21/23 23:42,10,POR QUE SON AMABLES Y AMIGABLES EN EL SITIO WEB
2/21/23 23:40,10,Facilidad y aparente seguridad
2/21/23 23:38,9,rapidezz
2/21/23 23:35,10,es simple y rapido
2/21/23 23:25,10,EXCELENTE
2/21/23 23:24,10,INUITIVA Y RAPIDA
2/21/23 23:22,10,.
2/21/23 22:59,9,"Muy bien, una observación lo podrían hacer mas fácil el proceso."
2/21/23 22:47,10,facil
2/21/23 22:42,9,"Claro y sencillo, pero el problema es que quise usar la App y no funciona, no reconoce el codigo de reservacion"
2/21/23 22:42,10,Atencion
2/21/23 22:37,10,muy facil y rapido
2/21/23 22:36,10,ME ENCANTA ¡¡
2/21/23 22:34,10,super facil
2/21/23 22:31,10,POR SER EFICIENTES
2/21/23 22:28,10,facil
2/21/23 22:27,10,PASOS SENCILLOS GRACIAS
2/21/23 22:19,10,por eficientes
2/21/23 22:17,10,Precios bajos
2/21/23 22:09,9,"pocos asientos sin costo, nulos"
2/21/23 22:07,10,por sencillo
2/21/23 22:01,10,buen servicio
2/21/23 22:01,10,muy facil
2/21/23 22:00,10,FACIL Y RAPIDO EL TAMITE
2/21/23 21:53,10,OK
2/21/23 21:40,10,es muy facil
2/21/23 21:05,9,"A veces es un poco lenta, por lo demás bien"
2/21/23 21:01,10,Por ser una pagina que brinda soluciones
2/21/23 20:59,10,facilidad
2/21/23 20:55,10,Es muy fácil y  rapido
2/21/23 20:55,10,Nos facilita la forma de entender la aplicacacion para las personas maduras
2/21/23 20:51,10,me gusta su atención
2/21/23 20:51,10,Sistema muy amigable
2/21/23 20:48,10,ES FACIL
2/21/23 20:39,10,rapido
2/21/23 20:36,10,EFICIENTE
2/21/23 20:35,9,Es sencillo y muy claro.
2/21/23 20:32,10,EFICIENTE
2/21/23 20:25,10,ES SENCILLO
2/21/23 20:20,10,Excelente servicio
2/21/23 20:14,10,Por la facilidad que le otorgan al viajero con este medio de chek in
2/21/23 20:03,10,Gracias a DIOS siempre con éxito con Viva aerobus
2/21/23 19:40,10,Es rapido
2/21/23 19:36,10,El servicio
2/21/23 19:35,10,muy sencillo el proceso
2/21/23 19:33,10,FACIL Y RAPIDO
2/21/23 19:31,9,Es muy fácil e intuitiva
2/21/23 19:29,9,es rapido
2/21/23 19:27,10,MUY FACIL Y ENTENDIBLE
2/21/23 19:26,10,Por el seguimiento en línea.
2/21/23 19:23,10,por el buen servicio y precios muuuuy accesibles. Gracias!
2/21/23 19:21,10,Todo súper ágil y eficiente
2/21/23 19:17,10,PROCEDIMIENTO FACIL
2/21/23 19:13,10,es muy bueno
2/21/23 19:08,9,ES FACIL Y RAPIDO
2/21/23 18:49,9,FÁCIL ACCESO
2/21/23 18:45,10,me siento seguro
2/21/23 18:41,10,por la agilidad
2/21/23 18:41,10,ES MUY FACIL SU PAGINA
2/21/23 18:41,9,AGILIDAD Y CLARIDAD EN EL PROCESO
2/21/23 18:36,9,x
2/21/23 18:32,10,.
2/21/23 18:04,10,Por el servicio
2/21/23 17:52,10,Es fácil de utilizar gracias
2/21/23 17:52,10,MUY FÁCIL SU USO
2/21/23 17:46,10,Fácil de hacer y me evita filas en el aeropuerto
2/21/23 17:45,10,Es muy amigable.
2/21/23 17:41,10,muy rapido
2/21/23 17:39,10,Rápido y práctico
2/21/23 17:14,10,POR SU EFICACIA
2/21/23 17:13,10,ES MUY GRATO LAS EXPERIENCIAS QUE HE TENIDO
2/21/23 17:02,10,todo me gusta
2/21/23 17:00,10,ES FACILITO
2/21/23 16:59,10,ES MUY SENCILLO HACERLO
2/21/23 16:43,10,Sitio muy amigable
2/21/23 16:41,10,RAPIDES Y PRECIO
2/21/23 16:21,10,eCONOMICO Y SEGURO
2/21/23 16:19,10,Eficacia y sencillez en el trámite
2/21/23 16:16,10,Very easy
2/21/23 16:11,10,Es muy fácil de hacer
2/21/23 16:10,10,Muy facil de usar
2/21/23 16:08,10,POR SU BUENA ATENCION Y RAPIDO ACCESO
2/21/23 16:08,10,"Facil de usar, simple y practico"
2/21/23 15:44,9,Por sus buenos precios y por hacer todo mas sencillo al momento de escoger un vuelo
2/21/23 15:42,10,proceso es rapido.
2/21/23 15:40,10,rapidez
2/21/23 15:37,9,sencillo
2/21/23 15:32,10,porque fue muy facil gracias
2/21/23 15:25,10,sencillo y claro
2/21/23 15:13,9,algo enredoso pero practico
2/21/23 14:53,10,"Excelente servicio, tienen una accesibilidad y facilidad del manejo de la plataforma"
2/21/23 14:51,10,simplicidad
2/21/23 14:16,10,Muy fácil.
2/21/23 14:01,10,FACIL
2/21/23 13:13,9,facil
2/21/23 12:01,9,Es muy facil hacerlo
2/21/23 7:54,10,ES SENCILLO Y RAPIDO
2/21/23 7:30,10,"ES MUY FACIL DE USAR, COMPRAR Y VIAJAR"
2/21/23 7:27,10,por que es muy rapido y claro
2/21/23 7:12,10,-
2/21/23 6:07,10,Rapidez
2/21/23 5:52,10,Es muy amigable
2/21/23 5:46,10,MUY RAPIDO Y FACIL
2/21/23 5:30,10,Muy Facil
2/21/23 5:13,10,es muy rapido y eficaz
2/21/23 4:53,10,es fácil y rápido
2/21/23 4:46,10,excelente
2/21/23 4:42,10,todo bien
2/21/23 4:22,9,no aplicaron a meses sin intereses aun pagando con tarjeta HSBC
2/21/23 4:04,10,EXCELENTE
2/21/23 3:55,10,PORQUE TODO ESTA OK! :)
2/21/23 3:26,9,Rápido
2/21/23 3:06,10,exelente
2/21/23 3:03,10,SIII
2/21/23 3:01,10,si buenisimo
2/21/23 3:00,10,POR SU ATENCION
2/21/23 2:43,10,eficiente
2/21/23 2:20,10,Muy sencilla de manejar
2/21/23 2:17,10,MUY FÁCIL
2/21/23 2:16,10,muy buena
2/21/23 2:10,10,Buen servicio
2/21/23 1:52,9,rapidez
2/21/23 1:51,10,Excelente servicio
2/21/23 1:50,9,MUY COMODO
2/21/23 1:44,10,todo bien
2/21/23 1:38,10,EFICIENTE
2/21/23 1:36,10,Muy bien
2/21/23 1:34,9,facil
2/21/23 1:33,9,Muy facil
2/21/23 1:23,10,Es muy práctico porque puedes hacerlo con tiempo y no a la mera hora
2/21/23 1:20,9,Eficiencia
2/21/23 1:19,10,Proceso rápido y simple
2/21/23 1:15,10,Muy clara la pagina para hacer los tramites
2/21/23 0:57,10,Excelente servicio.
2/21/23 0:39,9,ok
2/21/23 0:33,9,rapidez
2/21/23 0:33,10,servicio y rutas
2/21/23 0:19,10,excelente servicio
2/21/23 0:02,10,sencillez y rapidez
2/20/23 23:54,10,ES FACIL
2/20/23 23:42,10,.
2/20/23 23:40,9,RAPIDEZ
2/20/23 23:40,10,QUE MEJOREN LA APLICACION ANTES SE HACIA MUY FACIL AHORA NO DEJA ESCOGER ASIENTO
2/20/23 23:40,10,ES PRACTICO
2/20/23 23:33,10,El proceso es muy ágil.
2/20/23 23:33,10,FACIL
2/20/23 23:21,10,por la facilidad de realizar los tramites
2/20/23 23:19,10,HASTA EL MOMENTO TODO HA SALIDO BIEN
2/20/23 22:51,10,Para facilitar la información de sus vuelos
2/20/23 22:50,10,es muy facil
2/20/23 22:46,10,muy sencillo y eficiente
2/20/23 22:27,10,Es bueno
2/20/23 22:20,10,EXELENTE
2/20/23 22:16,10,ES RAPIDO
2/20/23 21:54,9,.
2/20/23 21:53,10,todo fue muy facil
2/20/23 21:50,10,fue sencillo y rapido el proceso
2/20/23 21:46,10,buena
2/20/23 21:44,10,Rapidez
2/20/23 21:37,10,Rapidez y fluidez
2/20/23 21:33,9,bien todavia
2/20/23 21:27,9,Eficiente
2/20/23 21:23,10,Muy rapido el check in
2/20/23 21:15,10,es muy rápida
2/20/23 21:10,10,Es muy sencillo hacer el Checkin
2/20/23 21:10,10,pasos sencillos e informacion basica en pantalla
2/20/23 21:09,10,AGIL Y FACIL
2/20/23 21:06,10,RAPIDO
2/20/23 21:04,10,Por el seguimiento via correo electronico y buen servicio.
2/20/23 20:59,10,RAPIDEZ
2/20/23 20:58,9,He tenido buenas experiencias con ustedes.
2/20/23 20:54,10,Es muy practico
2/20/23 20:51,10,"Es facil sencillo, rapido y muy amigable la plataforma"
2/20/23 20:37,9,FÁCIL
2/20/23 20:29,10,ok
2/20/23 20:25,10,"todo facil, sin problemas, pagina facil de seguir las instrucciones"
2/20/23 20:24,10,por ser amigable
2/20/23 20:19,10,Muy rápido y practico
2/20/23 20:17,9,es rapido
2/20/23 20:15,10,MUY FACIL DE COMPRENDER EL SITIO DE INTERNET
2/20/23 20:05,10,SUMAMENTE RAPIDO
2/20/23 20:01,10,rápido y fácil
2/20/23 19:50,10,ok
2/20/23 19:41,9,ES BUENO
2/20/23 19:34,10,AGIL Y DIRECTA
2/20/23 19:31,10,me gusta el servicio
2/20/23 19:26,10,facil
2/20/23 19:25,10,Facil y rapido
2/20/23 19:16,9,OK
2/20/23 19:14,10,muy facil y rapido de utilizar
2/20/23 19:13,10,buen servicio
2/20/23 19:11,10,eficiencia
2/20/23 18:59,10,bueno
2/20/23 18:53,10,Es sencillo
2/20/23 18:52,10,"me gusta el servicio... pero, no cuentan con los servicios que estan descritos en su revista, como la renta de autos, entre otras"
2/20/23 18:44,10,Es agil
2/20/23 18:27,10,han sido rapidos todos mis procesos de vuelo
2/20/23 18:19,10,muy rápida y fácil
2/20/23 18:18,10,MUCHAS GRACIAS
2/20/23 18:17,9,rapidez y entendible
2/20/23 18:17,10,muy rapido
2/20/23 18:08,10,ATENCION
2/20/23 17:58,9,Por la facilidad de respuesta
2/20/23 17:56,10,MUY FACIL DE NAVEGAR
2/20/23 17:52,10,Muy rápida
2/20/23 17:50,10,muy eficiente.
2/20/23 17:49,10,en general todo bien
2/20/23 17:47,10,Muy buen trato y excelente servicio.
2/20/23 17:47,10,sON SUPER CHIDOS
2/20/23 17:44,10,GRACIAS
2/20/23 17:43,10,Rapidez
2/20/23 17:40,10,Excelente servicio.
2/20/23 17:37,10,exceloente servicio
2/20/23 17:34,10,practicidad
2/20/23 17:33,10,2
2/20/23 17:31,10,PRECIOS Y SEVICIO
2/20/23 17:28,10,buen servicio
2/20/23 17:26,10,AGILIDAD
2/20/23 17:26,10,EXCELENTE SERVICIO
2/20/23 17:24,10,Porque es facil y rapido
2/20/23 17:23,10,MUY SENCILLO
2/20/23 17:19,9,.
2/20/23 17:12,10,BUENA ATENCION AL CLIENTE
2/20/23 17:11,10,Es rapido
2/20/23 16:58,10,por puntualidad
2/20/23 16:57,10,rápido y fácil
2/20/23 16:56,9,RAPIDO Y FÁCIL
2/20/23 16:56,10,buen servicio
2/20/23 16:49,10,Muy bien
2/20/23 16:49,10,super practico
2/20/23 16:44,10,Muy rápido
2/20/23 16:43,10,ME PARECE MUY BIEN
2/20/23 16:42,10,Rápido.
2/20/23 16:41,10,fácil de usar
2/20/23 16:41,9,rapidez
2/20/23 16:40,10,x
2/20/23 16:38,10,POR EXCELENCIA
2/20/23 16:36,10,rapidez
2/20/23 16:34,10,ok
2/20/23 16:32,9,muy profesional
2/20/23 16:32,10,Facil y siempre practico
2/20/23 16:30,9,MUY FACIL Y MUY INTUITIVA LA PAGINA
2/20/23 16:29,10,RAPIDO FACIL Y MENOS FILAS
2/20/23 16:27,10,RAPIDO Y EFICIENTE
2/20/23 16:25,10,fue rápido y fácil
2/20/23 16:25,10,excelente servicio
2/20/23 16:17,9,Porque es práctico
2/20/23 16:14,10,Excelentes precios y muy buena atencion.
2/20/23 16:11,10,Sistema amigable
2/20/23 16:01,10,Rápido
2/20/23 15:59,10,love it
2/20/23 15:57,10,practica
2/20/23 15:43,9,me gusta
2/20/23 15:39,10,ES RAPIDO
2/20/23 15:38,10,muy amigable el sistema
2/20/23 15:27,10,Muy fácil e intuitiva de usar
2/20/23 15:25,9,la pagina es amigable
2/20/23 15:20,10,Todo super bien
2/20/23 15:17,10,POR LA
2/20/23 15:15,9,Porque es sencillo
2/20/23 15:12,10,PRECIOS ACCESIBLES
2/20/23 14:55,10,Rápido y fácil
2/20/23 14:52,10,ES ÁGIL
2/20/23 14:51,10,todo muy bien
2/20/23 14:51,10,MUY FACIL COMPRAR BOLETO
2/20/23 14:50,10,Facilidad
2/20/23 14:47,10,Todo excelente
2/20/23 14:39,10,todo en orden
2/20/23 14:30,10,Todo muy practico y claro!
2/20/23 14:29,10,al momento es fácil
2/20/23 14:28,10,SALUOD Y FACIL
2/20/23 14:26,10,porque es muy facil y rapido
2/20/23 14:10,10,EFICIENTE
2/20/23 14:10,10,MUY FACIL
2/20/23 14:04,9,EXCELENTE
2/20/23 14:01,10,rapidez
2/20/23 14:01,9,PUES SIEMPRE VIAJO EN ESALINEA POR ECONOMICA Y PRACTICA
2/20/23 13:52,10,Por rapidez
2/20/23 13:49,10,muy puntual
2/20/23 13:25,9,Es mi primera vez viajando con ustedes y hasta el momento todo va muy bien
2/20/23 13:18,10,fue muy rapido
2/20/23 12:53,10,Es rápido y práctico
2/20/23 12:06,10,PRECIOS CONSIDERABLES Y BUENA APERTURA DE HORARIOS Y FECHAS PARA PROGRAMAR VUELOS.
2/20/23 7:50,9,Claridad
2/20/23 7:33,10,facil y rapido
2/20/23 7:31,10,facil
2/20/23 6:58,10,ok
2/20/23 6:47,10,servicio de calidad
2/20/23 5:41,10,rapidez y  eficacia
2/20/23 4:20,9,Esta muy bien!
2/20/23 4:14,10,Muy buen servicio
2/20/23 3:38,10,Porque es una aerolínea de confianza
2/20/23 3:31,10,AGILIDAD EN EL PROCESO
2/20/23 3:12,10,por la rapidez de la atencion
2/20/23 3:11,10,muy facil
2/20/23 3:08,10,Muy fácil y rápido.
2/20/23 3:07,10,Muy fácul y excelente servicio.
2/20/23 3:07,9,PRACTICO
2/20/23 3:06,10,bueno
2/20/23 3:04,10,MUY SENCILLO
2/20/23 2:52,10,Muy facil
2/20/23 2:42,10,Ok
2/20/23 2:14,10,Porque es práctico y agiliza la documentación en el aeropuerto
2/20/23 2:00,9,BUEN SERVICIO
2/20/23 1:43,9,Se retrasan mucho los vuelos
2/20/23 1:43,10,facilidad
2/20/23 1:33,10,Fácil de usar
2/20/23 1:16,10,FACILIDAD
2/20/23 1:00,9,muy ágil y facilita el abordaje
2/20/23 0:57,9,Facil y sencilla!
2/20/23 0:43,9,simple y rápido
2/20/23 0:33,10,es sencillo
2/20/23 0:32,10,Es muy amigable y rápido el proceso
2/20/23 0:13,10,es muy intuitivo
2/20/23 0:06,9,Ok
2/19/23 23:51,9,Es sencillo
2/19/23 23:34,10,es simple y sencilla
2/19/23 22:59,10,servicio
2/19/23 22:47,10,facilidad en documentación
2/19/23 22:07,10,Página con tiempo de respuesta muy bueno
2/19/23 21:32,10,"es fácil y rapido, me encanta"
2/19/23 21:15,10,EXCELENTE SERVICIO
2/19/23 21:02,10,Claridad en instrucciones y rapidez en proceso.
2/19/23 21:00,10,sencillo y rapido
2/19/23 20:55,10,:)
2/19/23 20:52,10,MUY BUENO Y RAPIDO
2/19/23 20:15,10,"precio, calidad (sobretodo viajes nacionales)"
2/19/23 20:06,10,Amigable
2/19/23 19:58,10,Buen presio
2/19/23 19:46,10,"Hasta el momento ha sido sencillo, si complicaciones"
2/19/23 19:44,10,FACIL
2/19/23 19:42,10,gracias
2/19/23 19:30,10,SENCILLO
2/19/23 19:27,10,Es fácil y rápida la manera para realizar el check in
2/19/23 19:22,10,"ECONOMIA, PAGINA WEB AMIGABLE Y SEGURO FLEXIBLE."
2/19/23 19:16,9,Sencillo
2/19/23 19:16,10,facil check in
2/19/23 19:11,10,NO HE TENIDO PROBLEMAS HASTA EL MOMENTO
2/19/23 19:07,10,facilidad
2/19/23 19:01,10,amigable y fácil
2/19/23 18:57,9,>Fácil de interactuar
2/19/23 18:49,10,excelente
2/19/23 18:44,10,Es eficiente
2/19/23 18:37,10,EXCELENTE SERVICIO
2/19/23 18:35,10,Es muy facil hacerlo
2/19/23 18:29,10,RAPIDO
2/19/23 18:28,10,rapidez
2/19/23 17:55,10,Todo bien
2/19/23 17:44,10,me gusta
2/19/23 17:33,9,BUENO
2/19/23 17:24,10,funciona bien
2/19/23 17:14,10,Servicio
2/19/23 16:50,10,sencillo y rápido
2/19/23 16:43,10,porque es mejor hacerlo antes
2/19/23 16:26,10,GRACIAS
2/19/23 16:15,10,Excelente aerolinea
2/19/23 16:06,10,es agil e inuitivo
2/19/23 16:03,9,POR EFICIENTES
2/19/23 15:54,10,Fue muy facil todo
2/19/23 15:49,9,ecnomia y tiempos
2/19/23 13:32,10,Rapido y amigable
2/19/23 12:47,10,fácil y rápido
2/19/23 8:53,10,Es mas sencillo
2/19/23 7:04,10,Ofrecen buenos precios
2/19/23 6:56,10,por que son chidos
2/19/23 6:08,10,MUY RAPIDO
2/19/23 5:41,9,és objectivo
2/19/23 5:39,9,eficiente
2/19/23 4:54,10,Por rápida y eficiente
2/19/23 4:43,9,ES RAPIDO Y CONFIABLE
2/19/23 4:29,10,Fácil hacer chek-in
2/19/23 4:27,10,Muy rápido y sencillo.
2/19/23 3:57,9,.
2/19/23 3:28,10,FACIL Y RAPIDO
2/19/23 3:27,10,Tenemos gratas experiencias
2/19/23 3:24,9,es rapido el proceso
2/19/23 3:20,10,practico
2/19/23 2:41,10,precio
2/19/23 2:06,10,Muy facil
2/19/23 1:56,10,Muy facil y claro
2/19/23 1:33,10,gradcias
2/19/23 1:23,10,Es facil y rápido
2/19/23 1:01,10,es un servicio muy efectivo
2/19/23 0:45,9,Por la rapidez
2/19/23 0:39,10,Sencillo y rápido hecer check in
2/19/23 0:16,10,ES FACIL DE SEGUIR LA RESERVACION
2/19/23 0:06,10,fue muy sencillo
2/18/23 23:41,10,si
2/18/23 23:35,9,"buen servicio. precios, atención"
2/18/23 22:17,10,POR ECONOMIA Y RAPIDEZ
2/18/23 21:57,10,Por lo que ofertan
2/18/23 21:51,10,por facil entendimiento
2/18/23 21:47,10,muy facil
2/18/23 21:46,10,rapidez
2/18/23 21:45,10,muy intuitiva
2/18/23 21:29,10,MUY FACIL
2/18/23 21:25,10,Por ser sencillo y porque le dan seguimiento.
2/18/23 21:23,10,TODO BIEN
