Date,nps,text
1/23/23 1:59,9,Pude seguir las instrucciones
1/23/23 1:58,9,"No me quedo claro la selección de asiento del vuelo de regreso, no se si se incluye en el precio del primero."
1/23/23 1:58,10,FACIL DE CONSEGUIR LOS VUELOS
1/23/23 1:56,9,Muy facil de navegar!
1/23/23 1:54,10,"rapidez, claridad y eficacia"
1/23/23 1:52,9,Buenos precios
1/23/23 1:47,10,todo excelente
1/23/23 1:46,10,Facilidad de compra
1/23/23 1:45,10,Ha mejorado mucho la aplicación  y su página web agradezco el servicio
1/23/23 1:35,9,todo bien
1/23/23 1:26,10,es mas o menos facil......  gracias
1/23/23 1:25,10,"Facil de utilizar y buenas opciones de vuelos, precios rasonables"
1/23/23 1:00,10,"Por el excelente precio y flexibilidad para elegir vuelos, nos encantaría no pagar TUA, que hubiera un convenio al menos con Viva Aerobus"
1/23/23 0:59,10,"gracias ,excelente sevcio"
1/23/23 0:57,10,Fácil de usar
1/23/23 0:55,10,"precios accesibles, beneficios exclusivos"
1/23/23 0:52,10,los precios estan accesibles
1/23/23 0:50,10,Precios muy accesibles
1/23/23 0:50,10,POR EFICIENTES
1/23/23 0:43,9,es  fácil de  utilizar  y practica
1/23/23 0:43,10,HASTA AHORA TODO EXCELENTE
1/23/23 0:29,10,todo muy bien
1/23/23 0:21,10,OK
1/23/23 0:20,10,son los mejores :)
1/23/23 0:19,9,rapidez
1/23/23 0:16,10,"por que por años hemos viajado sin inconvenientes, somos fieles a vivaaerobus"
1/23/23 0:16,10,EFICIENTE
1/23/23 0:16,9,AGIL...PERO NO TAN AGIL
1/23/23 0:08,10,Es muy facil de utilizar y te da seguridad en la compra
1/22/23 23:58,9,TODO BIEN
1/22/23 23:55,10,TIENE TODAS LAS OPCIONES
1/22/23 23:55,10,Buena interfaz.
1/22/23 23:54,10,Fyi
1/22/23 23:36,10,por que tiene vuelos baratos
1/22/23 23:30,9,precio
1/22/23 23:30,10,Todo muy fácil y precios accesibles
1/22/23 23:23,10,simple y rapido
1/22/23 23:22,10,muy facil de usar
1/22/23 23:17,10,La verdad hacen todo tan fluido y dinámico que comprar con ustedes es la más grata experiencia en cuanto a vuelos. Excelente servicio.
1/22/23 23:14,10,Parquet todo esta may facil de comprender
1/22/23 23:12,10,MUY ESPLICADO A DETALLE LA INFORMACION
1/22/23 23:10,10,Buenos precios y muchas formas de pago.
1/22/23 23:10,9,LA EXPERENCIA ES BUENA TARDAN Y PONEN MUCHAS TARIFAS
1/22/23 23:04,10,"por que es una aerolinea muy confiable, con buenos precios, puntual, rapida y con un excelente servicio. :)"
1/22/23 22:56,10,FACIL DE UTILIZAR LA PAGINA
1/22/23 22:33,10,Dinámica y con imagen mejorada
1/22/23 22:33,10,MUY SENCILLO COMPRAR MI VUELO POR LA PAGINA DE VIVA
1/22/23 22:29,10,MUY BUENA AEROLINEA
1/22/23 22:24,10,facil
1/22/23 22:14,10,Muy facil
1/22/23 22:13,10,Sin problemas
1/22/23 22:11,10,Porque tienen precios accesibles :)
1/22/23 21:52,10,Es muy facil de usar
1/22/23 21:50,10,Sencilla y fácil para comprar
1/22/23 21:50,10,EXCELENTE SERVICIO
1/22/23 21:46,10,el sitio web es bueno
1/22/23 21:39,10,por eficiente
1/22/23 21:35,10,Rápido y clara la información
1/22/23 21:34,10,Muy practico.
1/22/23 21:17,10,"por atencion, costos y aviones"
1/22/23 21:13,10,claro y facil
1/22/23 20:46,10,RAPIDEZ Y CLARIDAD EN EL PROCESO DE COMPRA. LA PAGINA ES FUNCIONAL.
1/22/23 20:46,10,fue sencillo
1/22/23 20:45,10,facil de manejar
1/22/23 20:43,10,MUY RÁPIDO
1/22/23 20:42,10,Muy amigable la plataforma
1/22/23 20:34,10,kkkk
1/22/23 20:34,9,good speed and very clear   the intructions
1/22/23 20:33,10,"Muy eficiente la plataforma, me ha gustado mucho"
1/22/23 20:32,9,fue practico
1/22/23 20:27,10,excelnete servicio
1/22/23 20:24,9,BUEN SERVICIO
1/22/23 20:16,10,por puntualidad
1/22/23 19:59,9,buenos precios con muchas commovidades
1/22/23 19:59,10,Por ser una aerolinea segura
1/22/23 19:55,10,PRECIOS ACCESIBLES Y DESTINOS CONCURRIDOS
1/22/23 19:54,10,Porque es muy facil y accecible para documentar
1/22/23 19:40,10,si
1/22/23 19:38,9,.
1/22/23 19:36,10,Exelente servicio
1/22/23 19:34,9,Vuelos acceisbles
1/22/23 19:32,9,Muy sencilla y fácil de usar y entendible
1/22/23 19:30,9,"Es muy user friendly. Está muy fácil de usar."
1/22/23 19:29,10,facil compra
1/22/23 19:26,10,Es muy fácil hacer la reservación
1/22/23 19:25,10,buena atencion
1/22/23 19:20,9,OK
1/22/23 19:14,9,buen trato
1/22/23 19:14,10,r
1/22/23 19:08,10,muy buena
1/22/23 19:04,10,INFORMACION CLARA Y BUENOS PRECIOS
1/22/23 19:01,9,bueno
1/22/23 18:52,9,BUENA ATENCION Y BUENA INFORMACION
1/22/23 18:51,10,muy bueno
1/22/23 18:51,10,"SERVICIO DIGITAL EFICIENTE . BUENOS PRECIOS, SALIDA DESDE AEROPUESTOS ACCESIBLES"
1/22/23 18:40,9,OJALA PUDIERAN DAR EL TOTAL DESDE AL PRINCIPIO DE HACER LA RESERVACION O SEA ANTES DE INGRESAR TODOS LOS DATOS
1/22/23 18:23,10,Facill
1/22/23 18:18,10,plaataforma amigable
1/22/23 18:18,10,excelente linea aerea
1/22/23 18:14,9,"Es fácil, un poco lenta"
1/22/23 18:10,10,La página ers muy intuitiva; el servicio es muy bueno; estoy muy satisfecho
1/22/23 18:09,10,TODO BIEN
1/22/23 18:02,10,Buenas tarifas.
1/22/23 17:57,10,Muy amigable y efectiva
1/22/23 17:44,10,Vuelos muy accesibles
1/22/23 17:42,10,Muy buena página y servicio rápido
1/22/23 17:39,10,Muy facil y rapido al reservar
1/22/23 17:18,10,Grcias
1/22/23 17:12,10,Excelente servicio
1/22/23 17:01,10,Muy intuitiva
1/22/23 16:35,9,Por la economía y facilidad de acceso
1/22/23 16:30,9,Muy buen servicio
1/22/23 16:26,10,muy facil y flexible el sistema
1/22/23 16:26,10,encuentras lo que deseas con facilidad
1/22/23 16:25,10,FACIL ACCESO A LA PLATAFORMA
1/22/23 16:09,9,you need to add tv's for each seats.
1/22/23 15:56,10,"Excelente servicio, todo super agilizado y facil para usar."
1/22/23 15:55,9,Buena aplicación
1/22/23 15:53,10,"Excelente navegación, ágil y muy bien orientada para su uso sencillo"
1/22/23 15:45,10,Bien servicio
1/22/23 15:43,10,Es fácil navegar
1/22/23 15:39,10,Es rapida
1/22/23 15:31,10,Sencillo de resercar
1/22/23 15:31,10,Fácil de usar y muy buenas ofertas
1/22/23 15:09,9,ok
1/22/23 14:34,9,Fácil de navegar y los precios claros.
1/22/23 14:26,9,es amigable y clara
1/22/23 12:24,10,Excelente plataforma
1/22/23 11:56,10,"Todo muy fácil, incluso la reservación de la mascota en cabina."
1/22/23 11:03,10,si
1/22/23 10:41,10,Muy facil
1/22/23 8:58,10,gracias por la facilidad de comprar estos boletos
1/22/23 8:56,10,APP MUY FACIL DE USAR
1/22/23 8:49,10,buen servicio
1/22/23 8:40,10,excelente servicio.
1/22/23 7:48,10,TODO BIEN
1/22/23 7:27,10,MUY FACIL DE ENTENDER
1/22/23 7:13,10,Vuelos directos a Guadalajara Bogotá y los super precios
1/22/23 7:04,10,Hola
1/22/23 6:57,9,Es sencilla y practica
1/22/23 6:50,10,RAPIDO
1/22/23 6:41,10,excelente y precios
1/22/23 6:35,10,"Funcional, rápida y el diseño es amigable al usuario."
1/22/23 6:30,10,Pues vuelan directo
1/22/23 6:11,9,la tua eliminenla
1/22/23 6:01,10,todo muy bien
1/22/23 5:52,9,la pagina es rapida mejor que volaris
1/22/23 5:46,10,"si, el servicio es rapido y eficaz .. los precios muy accesibles :)"
1/22/23 5:40,10,"excelente Servicio, sin ningun problema, gracia"
1/22/23 5:38,10,fácil acceso y entender
1/22/23 5:36,9,Rapidez.
1/22/23 5:29,10,TODO BIEN
1/22/23 5:26,10,RAPIDEZ EN LA COMPRA
1/22/23 5:22,10,FUE FACIL LA COMPRA
1/22/23 5:21,10,Por que dan un buen servicio
1/22/23 5:18,10,muy amigable la pagina
1/22/23 5:07,9,SEGURIDAD Y PRACTICIDAD
1/22/23 5:06,10,SERVICIO
1/22/23 5:02,9,.
1/22/23 5:00,9,espero no revendan
1/22/23 4:43,9,excelente
1/22/23 4:42,10,Facil y acumulación de dooters para proximos viajes.
1/22/23 4:37,10,rapido y bien explicado
1/22/23 4:32,10,"esta chida, bye."
1/22/23 4:28,10,Facil
1/22/23 4:09,9,Facilidad
1/22/23 4:07,9,MUY AMIGABLE
1/22/23 3:55,10,precio y servicio
1/22/23 3:46,9,BUENA
1/22/23 3:45,10,TODO EL PROCEDIMIENTO FÁCIL Y RÁPIDO
1/22/23 3:43,10,muy buena atencion
1/22/23 3:28,10,Muy sencilla la compra
1/22/23 3:27,9,"Todo muy fácil, pero te debría de dejar seleccionar distintos tipos de vuelo para cada pasajero."
1/22/23 3:23,10,Muy entendible esta todo en la website gracias!
1/22/23 3:11,10,Rapidez
1/22/23 3:01,10,Es correcto que aplacen el tiempo de compra
1/22/23 2:57,10,Eficiencia
1/22/23 2:52,9,Muy buen servicio
1/22/23 2:51,10,Muy ameno y fácil de usar
1/22/23 2:50,10,EXCELENTE SERVICIO
1/22/23 2:36,9,"AMIGABLE, AUNQUE A VECES SE COMPLICA POR LOS COQUIES"
1/22/23 2:28,10,muy eficiente el servicio
1/22/23 2:26,10,PORQUE ES MUY FACIL DE MANEJAR
1/22/23 2:24,9,PORQUE ES UNA PAGINA INTUITIVA
1/22/23 2:18,10,fácil de utilizar
1/22/23 2:18,10,Es practica
1/22/23 2:17,9,Es accesible
1/22/23 2:00,10,facil
1/22/23 2:00,10,Calidad y precio
1/22/23 1:56,9,"No me agrado nada que conforme seguía la compra, iba aumentando el costo"
1/22/23 1:55,10,Todo Ok
1/22/23 1:50,10,FELICIDADES
1/22/23 1:47,10,SUPER ´PRECIOS
1/22/23 1:46,10,Página amigable
1/22/23 1:43,10,CLARO QUE SI
1/22/23 1:32,10,todo ok
1/22/23 1:27,9,Buena interface de compraas
1/22/23 1:21,10,SI
1/22/23 1:20,10,FUE SENCILLO
1/22/23 1:17,10,Gracias por la atención
1/22/23 1:08,9,"Precios adecuados, buena oferta de servicios adicionales."
1/22/23 1:02,10,Es facil de usar la pagina
1/22/23 0:59,10,MUY AGIL
1/22/23 0:54,9,por que si
1/22/23 0:53,10,"fue facilNo te ponen trabas para poder saltarte los segurosme gusto el seguro del final"
1/22/23 0:50,10,TRAMITE MUY RAPIDO
1/22/23 0:44,10,Muy fácil de usar
1/22/23 0:36,10,Pagina relativamente facil para navegar
1/22/23 0:23,9,Vuelos accesibles
1/22/23 0:20,9,Fácil de comprar boletos y buen servicio
1/22/23 0:19,10,Easy to use website and very fast process. Thank you.
1/22/23 0:17,10,Es lo máximo!
1/22/23 0:15,10,"Muy sencillo de navegar, muy intuitiva, rápida"
1/22/23 0:15,10,Todo ok
1/22/23 0:14,10,MUY FACIL LA PAGINA PARA RESERVAR
1/22/23 0:11,10,MUY AGIL SU PAGINA Y ES SE AGRADECE
1/22/23 0:08,9,"Entiendo que tienen que ofrecer los servicios, pero se vuelve muy largo el proceso de compra."
1/22/23 0:05,10,muy intuitiva
1/22/23 0:04,10,servicio
1/21/23 23:55,10,excelete servicio
1/21/23 23:50,10,Porque todo es rápido
1/21/23 23:50,10,Tramites rapidos y eficientes !
1/21/23 23:50,10,"Facil y  amigable, ademas esta todo claro."
1/21/23 23:47,10,EXCELENTE
1/21/23 23:37,10,Simples e intuitivo
1/21/23 23:28,10,Super facil e intuitivo
1/21/23 23:23,10,muy bien el servicio
1/21/23 23:11,10,muy eficaz
1/21/23 23:11,10,muy bueno
1/21/23 23:08,10,ME GUSTO
1/21/23 23:05,10,nunca he tenido problemas con laaerolinea
1/21/23 23:03,10,:)
1/21/23 22:58,9,Fácil y económico
1/21/23 22:57,10,muy sencilla
1/21/23 22:42,10,TODO BIEN
1/21/23 22:38,9,MUY FACIL HACER LA COMPRA LO UNICO QUE NO SUPE COMO COMPRAR UN BOLETO LIGHT Y OTRO CON EXTRA PARA DOCUMENTAR
1/21/23 22:33,9,"Muy buen servicio, de pronto hacer la aplicación mas sencilla."
1/21/23 22:26,9,facil de utilizar
1/21/23 22:24,10,buenas ofertas.. da gusto viajar
1/21/23 22:20,10,OK
1/21/23 22:13,10,Muy felxible los métodos de compra y disponibilidad de asientos
1/21/23 22:06,10,Excelente página muy recomendada
1/21/23 21:42,10,Servicio excelente a precios accesibles.
1/21/23 21:30,9,Falicidad para adquirir boletos y buenas tarifas
1/21/23 21:21,10,excelente servicio y plataforma
1/21/23 21:18,9,PORQUE CAMBIAN DE PRECIOS A CADA INSTANTE
1/21/23 21:17,10,"buen servicio,y economico"
1/21/23 21:17,10,Muy fácil y sencillo de comprar un vuelo
1/21/23 21:14,9,"Te desglosan todo, aunque estas consciente de que es una falacia lo de linea de bajo costo."
1/21/23 21:14,9,"Buenos horarios, facil de comprar"
1/21/23 21:08,9,No tener que alimentar pasajeros ya que se pueden dejar grabados
1/21/23 21:00,9,RAPIDOS
1/21/23 20:56,10,Sitio muy amigable.
1/21/23 20:51,10,muy bien
1/21/23 20:48,10,"Ya me se todas sus trampas en la reservación en linea y si te las sabes funciona bien, y aprovecho hacer la compra mas inteligente.  Comentario, en la APP en el teléfono no me dejaba comprar el boleto sino escogía y pagaba para escoger el asiento.  Son de las trampas que luego nos molestan porque anuncian tarifas económicas y luego con trampas te obligan a pagar mas o no te deja continuar la compra.  En la lactop me jalo bien."
1/21/23 20:45,10,Facilidad.
1/21/23 20:39,10,Fácil de manejar
1/21/23 20:33,9,PORQUE ME REDIRECCIONABA
1/21/23 20:31,9,x
1/21/23 20:30,9,muy eficaz y super rapida
1/21/23 20:28,9,MEJOR QUE VOLARIS
1/21/23 20:26,10,Buenas opciones
1/21/23 20:23,10,muy facil de manejar
1/21/23 20:22,10,rapido servicio
1/21/23 20:18,10,sencillo
1/21/23 20:10,9,por la rapidez
1/21/23 20:09,10,FACIL DE USAR
1/21/23 20:06,10,Es bastante clara
1/21/23 20:06,10,MUY AMIGABLE
1/21/23 19:59,10,SON EXCELENTES
1/21/23 19:58,10,EXCELENTE SERVICIO Y APLICACION MUY AMIGABLE
1/21/23 19:52,10,SIEMPRE ES MUY FACIL RESERVAR EN ESTA LINEA
1/21/23 19:51,9,Todo bien
1/21/23 19:45,9,Velocidad de respuesta y opciones.
1/21/23 19:42,10,Intuitiva y sencilla
1/21/23 19:41,10,todo bien amigos !!!
1/21/23 19:34,10,facil de usar
1/21/23 19:31,10,facil
1/21/23 19:29,10,Muy fluida
1/21/23 19:28,10,CLARO QUE SI
1/21/23 19:25,10,es una pagina muy amigable y facil de usar
1/21/23 19:24,10,RAPIDOS
1/21/23 19:21,10,muy buen servicio
1/21/23 19:19,10,"por ser tan simple el procedimiento de compra en la computadora, no asi, en la app"
1/21/23 19:19,10,MUY BUEN SERVICIO
1/21/23 19:18,10,PRECIO Y PUNTUALIDAD
1/21/23 19:17,9,Interfaz sencilla
1/21/23 19:13,10,solo le falta más organización a la hora del abordaje
1/21/23 19:03,9,.
1/21/23 18:54,10,"PORQUE ES FACIL, RAPIDA Y CONFIABLE"
1/21/23 18:49,10,OK
1/21/23 18:49,9,TRAMITE RAPIDO
1/21/23 18:26,10,MUY PREDECIBLE Y RAPIDA
1/21/23 18:24,9,Accesibilidad en precios
1/21/23 18:13,10,NO SE
1/21/23 18:10,10,EXCELENTE
1/21/23 17:56,10,Muy fácil de hacer cambios y todo
1/21/23 17:55,9,Muy bien!
1/21/23 17:47,10,BUEN SERVICIO
1/21/23 17:43,10,Todo muy bien
1/21/23 17:40,9,"Por que fue paso a paso, y me permitio pagar a meses sin intereses, lo unico es que tiene demasiadas opciones y se pierde un poco"
1/21/23 17:35,10,RAPIDEZ PARA RESERVAR
1/21/23 17:27,10,PRECIOS
1/21/23 17:23,9,VUELO DIRECTO Y AVIONES NUEVOS
1/21/23 17:23,10,ES FACIL Y RAPIDO LA BUSQUEDA
1/21/23 17:22,10,muy bien!
1/21/23 17:22,10,Muy facil de usar
1/21/23 17:19,10,por buenos costos y el trato a cambiado mucho han mejorado
1/21/23 17:18,10,EXCLENTE SERVICIO
1/21/23 17:17,10,es eficiente
1/21/23 17:09,10,Funcionallidad
1/21/23 17:07,10,es muy efectiva
1/21/23 17:07,10,si muy buenos precios
1/21/23 16:59,10,SI
1/21/23 16:55,10,facil de navegar
1/21/23 16:51,10,Fue fácil comprar en línea y los precios son bajos.
1/21/23 16:49,10,PORQUE NO BATALLE PARA RESERVAR
1/21/23 16:48,9,Excelente
1/21/23 16:40,9,es una pagina muy facil de manejar y navegar
1/21/23 16:28,10,EXELENTES PRECIOS
1/21/23 16:22,9,si
1/21/23 16:21,10,"Se compra facil, tiene horarios para Guadalajara que son buenos para mi"
1/21/23 16:18,10,Muy bien
1/21/23 16:18,10,Es muy amigable la página para hacer las compras necesarias
1/21/23 16:17,9,facil y agil
1/21/23 16:13,10,ESTA MUY FACIL HACER COMPRAS
1/21/23 16:11,10,BUEN SERVICIO
1/21/23 16:07,10,buena
1/21/23 15:58,9,ES MUY EXPLICITA Y TE FACILITA PROMOCIOINES.
1/21/23 15:55,9,Facil de uso y user experience buena
1/21/23 15:53,10,ágil la compra
1/21/23 15:47,9,PRECIO
1/21/23 15:46,10,.
1/21/23 15:42,10,TODO BIEN
1/21/23 15:26,10,MUY SENCILLO EL PROCESO
1/21/23 15:21,10,TODO RAPIDO Y BIEN DESCRITO
1/21/23 14:47,10,es muy facil de usar
1/21/23 14:34,10,Ok
1/21/23 13:50,9,BUEN SERVICIO
1/21/23 11:52,9,"Rápida, y sencilla de reservar, aunque necesita mas información de los seguros"
1/21/23 10:55,9,La aplicación es fácil de usar y presenta la información de forma clara
1/21/23 8:16,10,Precios y eficencia
1/21/23 8:08,10,GRACIAS
1/21/23 7:53,10,vuelos accesibles
1/21/23 7:15,10,Es muy rapido y facil de hacer
1/21/23 6:57,10,ok
1/21/23 6:47,10,Es muy amigable
1/21/23 6:44,10,es clara y rapida para hacer ajustes
1/21/23 6:27,10,VERSATIL Y FACIL DE USAR
1/21/23 6:19,10,Excelente
1/21/23 6:09,9,Todo muy bien
1/21/23 6:03,10,Facil
1/21/23 6:01,10,MUY FACIL Y RAPIDO REALIZAR EL TRAMITE
1/21/23 5:48,9,"muy facil, rapido, precios se ajustan a mis necesidades"
1/21/23 5:47,10,es de confianza.. y la atencion de todo ustedes es muy execelnte
1/21/23 5:36,10,Buen servicio
1/21/23 5:32,10,Eficicencia
1/21/23 5:31,10,LO AMO
1/21/23 5:31,10,Porque son buenos para robar
1/21/23 5:23,9,costos
1/21/23 5:17,10,a
1/21/23 5:13,9,facil
1/21/23 5:11,10,bien
1/21/23 5:02,10,MUY BUEN SERVICIO
1/21/23 4:50,10,LOS AMO
1/21/23 4:47,9,funiciona más en laptop que  celular
1/21/23 4:47,10,POR ECONOMOICO Y BUENOS AVIONES
1/21/23 4:32,10,fue muy rapido y facil
1/21/23 4:25,9,PORQUE HAY MAS OPCIONES PARA ESCOGER Y ECONOMIZAR
1/21/23 4:22,10,Por diseño amigable e información clara
1/21/23 4:16,9,Good
1/21/23 4:12,10,es facil y rapido
1/21/23 4:11,9,"hasta el momento no he tenido problemas, espero no tenerlos. ojala respeten la tarifa"
1/21/23 4:09,9,SI LA RECOMENDARIA
1/21/23 4:07,10,EXELENTE SERVICIO
1/21/23 4:05,10,muy clara y rapidda
1/21/23 4:03,10,nunca he batallado
1/21/23 4:03,10,"10/10, buen servicio"
1/21/23 3:59,10,Eficiente
1/21/23 3:47,10,rapido
1/21/23 3:45,10,Muy sencillo de usar y te lleva de la mano.. los colores tmn ayudan bastante a distinguir..
1/21/23 3:34,10,Muy practico y comodo
1/21/23 3:32,10,Muy Facil de usar!
1/21/23 3:29,10,facilidad
1/21/23 3:28,10,ES PRACTICA Y UTIL
1/21/23 3:28,10,BUEN SERVICIO
1/21/23 3:23,9,La pagina responde rapido
1/21/23 3:21,10,Es biena
1/21/23 3:18,10,muy facil la compra de boletos ... muy buena pagina de internet
1/21/23 3:15,10,PORQUE ES EFICIENTE
1/21/23 3:14,10,buena
1/21/23 3:11,10,FUNCIONA MUY BIEN LA PAGINA DE INTERNET
1/21/23 3:11,10,"Por que el proceso de compra fue muy simple, pero me gustaria que en la version movil me hubieran dejado continuar sin seleccionar mi asiento"
1/21/23 3:07,10,GRACIAS RAPIDO
1/21/23 3:04,10,Buen metodo
1/21/23 2:59,9,no se
1/21/23 2:56,10,ES MUY RAPIDA
1/21/23 2:53,9,Falta más ser más intuitivo
1/21/23 2:51,9,un poco dificil
1/21/23 2:49,10,.
1/21/23 2:46,10,hit
1/21/23 2:43,10,ES FACIL DE ENTENDER Y REALIZAR BUSQUEDAD
1/21/23 2:37,10,Es muy fácil de usar
1/21/23 2:34,10,Buen servicio
1/21/23 2:32,10,"Muy fácil de usar, muy intuitiva."
1/21/23 2:29,10,todo muy claro
1/21/23 2:25,10,TODO BIEN
1/21/23 2:24,9,han mejorado mucho. Sigan mejorando
1/21/23 2:23,10,es muy economica
1/21/23 2:20,10,POR PRACTICIDAD
1/21/23 2:16,10,Buen servicio
1/21/23 2:14,10,"muy facil de manejar, se entiende perfecto y es rapida"
1/21/23 2:11,10,PRECIOS ACCESIBLES
1/21/23 2:08,10,Vuelos economicos
1/21/23 2:06,10,EFICIENTE
1/21/23 2:04,10,POR TARIFAS ECONOMICAS
1/21/23 2:02,10,me encanta la facilidad con lo que se puede pedir un vuelo o cambiar un vuelo !! recomendado al 100%. lo eh recomendado en todas mis redes sociales y en reels y ticktock! por que el servicio al cliente es bueno
1/21/23 1:49,10,muy buen servicio
1/21/23 1:46,10,TODO FACIL
1/21/23 1:21,10,facil de obtener los boletos
1/21/23 1:20,10,FACIL DE USAR
1/21/23 1:10,10,SERVICIO EFICIENTE
1/21/23 1:10,10,vuen servisio
1/21/23 1:10,10,Muy rápida
1/21/23 1:04,9,los precios estan ok
1/21/23 1:04,10,hasta el momento no he tenido problemas con ustedes
1/21/23 1:04,10,Facil navegacion
1/21/23 1:02,10,todo excelente
1/21/23 0:55,10,buen serbisio
1/21/23 0:55,9,No acepta todas las tarjetas de credito
1/21/23 0:53,10,excelente compañia
1/21/23 0:53,9,es muy facil y rapido
1/21/23 0:42,10,Sus precios son accesibles y es muy sencillo hacer las reservaciones
1/21/23 0:36,10,excelente servicio
1/21/23 0:36,10,Muy sencillo de realizar la compra
1/21/23 0:34,10,muy fácil
1/21/23 0:33,9,ES RAPIDA LA COMPRA REALMENTE
1/21/23 0:27,9,RAPIDEZ  EN LA REDES
1/21/23 0:25,10,precio
1/21/23 0:25,9,Algo confusa
1/21/23 0:19,10,"Mas rapida y sencilla la compra en linea, ademas te da opcion a MSI"
1/21/23 0:16,10,todo bien
1/21/23 0:10,10,ES SENCILLA
1/21/23 0:09,10,Fácil y rápido
1/21/23 0:09,10,Es una página práctica y segura
1/21/23 0:07,10,LEER FACIL
1/21/23 0:05,10,porque son geniales
1/21/23 0:01,10,Excelente servicio
1/20/23 23:59,10,muy buen servicio
1/20/23 23:56,10,Fácil de usa
1/20/23 23:48,9,rapidez
1/20/23 23:48,9,facil manejo
1/20/23 23:39,10,por su servicio
1/20/23 23:36,9,NADA
1/20/23 23:29,10,Muy facil. Poco de sorpresas y trampas.
1/20/23 23:29,10,es 100 real y muy facil de navegar
1/20/23 23:28,10,Por su eficiencia.
1/20/23 23:27,10,es facil y barato
1/20/23 23:25,10,bien
1/20/23 23:21,10,Es Exelente
1/20/23 23:20,10,Muy buena dirección
1/20/23 23:19,10,Muy eficientes.
1/20/23 23:18,10,Muy practica
1/20/23 23:11,9,"intuitiva, agradable a la vista, funcional"
1/20/23 23:07,10,Easy booking process and great price.  Thanks!
1/20/23 23:07,9,"Clara y te lleva de la mano, solo en algunos casos brinca a un lugar diferente cuando se estan escribiendo datos."
1/20/23 23:03,10,FACIL DE USAR
1/20/23 23:01,10,SENCILLO
1/20/23 22:53,10,Es fácil navegar muy entendible
1/20/23 22:49,9,.
1/20/23 22:49,10,Buen servicio
1/20/23 22:48,10,rapida y clara
1/20/23 22:45,10,<3
1/20/23 22:36,10,VUELOS BARATOS
1/20/23 22:34,10,Muy fácil navegar en ella
1/20/23 22:32,10,Direct flight
1/20/23 22:31,9,Son muchos pasos
1/20/23 22:29,9,es facil
1/20/23 22:28,10,muy buen servicio y claro
1/20/23 22:26,10,RAPIDEZ
1/20/23 22:26,10,EL PROCESO ES FACIL Y SENCILLO
1/20/23 22:24,10,GRACAIAS
1/20/23 22:23,9,la pagina es clara y las tarifas accesibles
1/20/23 22:21,10,.
1/20/23 22:13,10,SALU2
1/20/23 22:10,10,excelente servicio
1/20/23 22:07,9,PRECIOS MAS ACCESIBLES
1/20/23 22:03,10,es amable la pagina para comprar boletos
1/20/23 22:01,10,facil de usa la web
1/20/23 21:57,10,excelente servicio y facilidad de navegar la pagina web
1/20/23 21:57,10,EXCELENCIA
1/20/23 21:53,10,Precios competitivos
1/20/23 21:51,10,Muy buena la aplicación
1/20/23 21:47,10,:)
1/20/23 21:44,10,ES RAPIDO Y FACIL COMPRAR
1/20/23 21:44,10,:)
1/20/23 21:42,10,PORQUE FUE FACIL HACER LA COMPRA Y YA NO HAY TANTAS COMPLICACIONES COMO ANTES
1/20/23 21:33,10,Es una pagina muy completa y accesible
1/20/23 21:32,10,BUEN SERVICIO
1/20/23 21:30,10,ES RAPIDO Y FACIL DE RESERVAR Y TE DAN OPCIONES PARA VIAJE COMPLETO
1/20/23 21:29,9,muy facil de hacerlo
1/20/23 21:28,10,todo bien
1/20/23 21:25,10,Rapidez
1/20/23 21:24,10,Se hizo más fácil la selección con esta nueva versión.
1/20/23 21:23,10,mejor que el app xD
1/20/23 21:19,10,ES RAPIDO  COMPRAR
1/20/23 21:17,10,CLARO QUE SI
1/20/23 21:16,9,Por la eficiencia en el servicio.
1/20/23 21:14,10,Eficiencia y puntualidad
1/20/23 21:13,10,"Es muy accesible e intuitiva, es rápida y me gusta mucho el diseño"
1/20/23 21:09,10,se viaja muy agusto
1/20/23 21:06,10,Jvkjhb
1/20/23 21:05,9,nunca hemos tenido problema alguno con su aerolínea.
1/20/23 21:04,10,Facil la compra para mi viaje.
1/20/23 20:58,10,TODO OK
1/20/23 20:53,10,"Específica luego, luego los servicios adicionales sin perderte (silla de ruedas, mascotas etc)"
1/20/23 20:52,10,Rapido
1/20/23 20:49,10,Buen servicio
1/20/23 20:45,9,bueno
1/20/23 20:41,10,exelente
1/20/23 20:40,10,Bastante amicable
1/20/23 20:32,10,Muy practico.
1/20/23 20:25,10,Facil de entender.
1/20/23 20:24,9,Todo muy bien
1/20/23 20:24,9,sencilla de entender
1/20/23 20:23,10,ES LO MEJOR PARA VOLAR
1/20/23 20:22,10,MUY AMAIGABLE EL SISTEMA
1/20/23 20:22,10,BUEN SERVICIO
1/20/23 20:16,10,.
1/20/23 20:16,10,EXCELENTE PLATAFORMA WEB
1/20/23 20:15,10,Es muy facil y entendible
1/20/23 20:02,10,Es rapido y sencillo
1/20/23 20:02,10,rapidez
1/20/23 20:02,10,Muy fácil de navegar
1/20/23 19:57,10,muy practica
1/20/23 19:55,10,buen servico
1/20/23 19:54,10,SON FACIL LOS PASOS PARA COMPRAR LOS BOLETOS
1/20/23 19:53,9,El costo
1/20/23 19:52,10,Excelente servicio y precios muy competitivos!
1/20/23 19:52,10,La reservación es simple.
1/20/23 19:49,10,Muy fácil de usar!
