Button name,Rating,,Comment,,,,,,,,,,,,,,,Page Load Time,Form,ID,Comments Added in Feedback Item,Image,feedback_type,¿Qué te gustaría compartir con nosotros?,basket_id,motivo_visita,share_data,error_type,NULL_feedback_type,name,pnr,contact_number,NULL_pnr,¿Sobre qué te gustaría leer en el blog? - What would you like to read?,would_like_to_read,other_topics_comment,experiment,NULL_contact_number,NULL_other_topics_comment,NULL_name
Desktop New Site,1,porque suben el precio del vuelo repentinamente de 2000 a 4420 pesos??? Estaba haciendo mi reserva y de pronto subio el costo a mas del doble? ,2/18/23 16:57,,,,,,,,,,,,,,,0s,,63f157dd6404ee4a87348d97,,https://u4w-screenshots-production.s3.amazonaws.com/63f157dd6404ee4a87348d97/screenshot,error,Errores o problemas en la página,,book_flight,no,booking_issues,,,,,,,,,undefined,,,
Doters,2,"Me quiero dar de baja del sitio pues, no pude ingresar puntos en mi compra en viva Aerobus y aquí no dice como hacerlo y no hay indicaciones para darme se baja.",2/18/23 14:23,,,,,,,,,,,,,,,3s,,63f133d6eee63f25fb021ab9,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,2,DE LAS POCAS VECES QUE HE COMPRADO EL VOLETO DE AVION  CASI TODAS LAS VECES TENGO PROBLEMA A LA HORA DE PAGAR SE QUEDA PASMADA LA PAGINA O ME DICE QUE NO SE PUEDE PROCESAR EL PAGO O QUE EL TIPO DE PAGO NO ES ACEPTADO.... SIENDO QUE HAGO LO PERMITIDO Y ACEPTADO.... ES FRUSTANTE,2/18/23 12:43,,,,,,,,,,,,,,,4s,,63f11c60b60cfa4d4c4448f2,,https://u4w-screenshots-production.s3.amazonaws.com/63f11c60b60cfa4d4c4448f2/screenshot,error,Errores o problemas en la página,,book_flight,no,payment_issues,,,,,,,,,undefined,,,
Doters,1,"No puedo accesar. Me. Pide código de acceso, lo digito y me indica incorrecto.Ayuda por favor!",2/18/23 11:58,,,,,,,,,,,,,,,1s,,63f111dc72d10d50894287ba,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,no se puede facturar,2/18/23 11:45,,,,,,,,,,,,,,,0s,,63f10ead44fa5045097a933a,,https://u4w-screenshots-production.s3.amazonaws.com/63f10ead44fa5045097a933a/screenshot,general,Comentario general,,search_info,yes,,,,,,,,,,undefined,,,
Desktop New Site,1,LLEVO TRATANDO DE FACTURAR EL PAGO DE UNA MALETA EXTRA Y NO HE PODDIO DESDE HACE MAS DE DOS SEMANAS. SIEMPRE DICE QUE POR EL MOMENTO NO SE PUEDE. ,2/18/23 11:31,,,,,,,,,,,,,,,0s,,63f10b40df19ce20ce3ab1bb,,https://u4w-screenshots-production.s3.amazonaws.com/63f10b40df19ce20ce3ab1bb/screenshot,error,Errores o problemas en la página,,search_info,si,invoice,,,,,,,,,undefined,,,
Desktop New Site,1,Me gustaría saber el costo de equipaje antes de comprar mi boleto. Llame al number en linea sin suerte de poderme comunicar con alguna operador(a). ,2/18/23 11:11,,,,,,,,,,,,,,,0s,,63f106afb41f0774f16c29e5,,https://u4w-screenshots-production.s3.amazonaws.com/63f106afb41f0774f16c29e5/screenshot,suggestion,Sugerencias o ideas,,search_info,yes,,,,,,,,,,undefined,,,
Desktop New Site,3,"Buenos días, no puedo realizar Chekin, necesito ayuda",2/18/23 10:08,,,,,,,,,,,,,,,0s,,63f0f7e1881058418e3f0f1c,,https://u4w-screenshots-production.s3.amazonaws.com/63f0f7e1881058418e3f0f1c/screenshot,error,Errores o problemas en la página,,check_in,si,profile_or_login,,,,,,,,,undefined,,,
Desktop New Site,1,"la forma poco etica que tiene VIVAEROBUS de conducirse y podria decir que hasta tramposa, para hacer caer en el error a su clientela. Estoy de acuerdo que si contrato una tarifa ZERO, no tenga derecho a cambios sin costo; pero que no tenga derecho a ningún cambio aun con un costo adicional y que no haya una advertencia a la hora de comprar el boleto, me parece un asalto sin escrúpulos departe de la aerolinea. Que poca integridad, son una vergueza. ",2/18/23 9:48,,,,,,,,,,,,,,,1s,,63f0f34c7e59a532395be16a,,https://u4w-screenshots-production.s3.amazonaws.com/63f0f34c7e59a532395be16a/screenshot,general,Comentario general,,change_booking,no,,,,,,,,,,undefined,,,
Desktop New Site,2,NO PUEDO TERMINAR EL CAMBIO DE VUELO,2/18/23 9:22,,,,,,,,,,,,,,,0s,,63f0ed35e673c70f6834b76d,,https://u4w-screenshots-production.s3.amazonaws.com/63f0ed35e673c70f6834b76d/screenshot,error,Errores o problemas en la página,,change_booking,si,booking_issues,,,,,,,,,undefined,,,
Desktop New Site,1,No es posible pagar y realizar el Chek-in,2/18/23 9:04,,,,,,,,,,,,,,,1s,,63f0e8db75c5e269782be672,,https://u4w-screenshots-production.s3.amazonaws.com/63f0e8db75c5e269782be672/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,undefined,,,
Desktop New Site,1,agregan el rembolso total aobligatoriamente y no se puede quitar,2/17/23 23:40,,,,,,,,,,,,,,,2s,,63f064a8fcea88315272df87,,https://u4w-screenshots-production.s3.amazonaws.com/63f064a8fcea88315272df87/screenshot,error,Errores o problemas en la página,,book_flight,no,invoice,,,,,,,,,[object Object],,,
Desktop New Site,2,"Se me está incluyendo de forma automática como adicional el reembolso total y no puedo quitarlo de compra, ya lo he intentado varias veces sin exito",2/17/23 23:31,,,,,,,,,,,,,,,0s,,63f06293cbf3766f4751f1c8,,https://u4w-screenshots-production.s3.amazonaws.com/63f06293cbf3766f4751f1c8/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,2,pensaba que se pidia cambiar destino pero no me deja,2/17/23 22:37,,,,,,,,,,,,,,,1s,,63f055ef1b1191528157fe04,,https://u4w-screenshots-production.s3.amazonaws.com/63f055ef1b1191528157fe04/screenshot,general,Comentario general,,change_booking,yes,,,,,,,,,,undefined,,,
Desktop New Site,1,Me hacen un cargo por reembolso total que NO SELECCIONE en ningún momento. De hecho esta es la tercer ocasión que me sucede en los ultimos meses y como en oacasiones pasada NO COMPRARE su boleto. Volaré por otra linea,2/17/23 21:45,,,,,,,,,,,,,,,6s,,63f049d8e5701855fd3163a3,,https://u4w-screenshots-production.s3.amazonaws.com/63f049d8e5701855fd3163a3/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,[object Object],,,
Doters,1,"Me acabo de registrar y me dice contraseña incorrecta cuando esta bien la que guarde, le pido recuperar y no avanza no me manda mensaje al correo ni sms, y apenas me acabo de registrar ya probe con varios navegadores y es el mismo problema",2/17/23 20:29,,,,,,,,,,,,,,,1s,,63f0381b5a82e9008500615a,,https://u4w-screenshots-production.s3.amazonaws.com/63f0381b5a82e9008500615a/full_image,error,,,,,,,,,,,,,,,,,
Doters,3,Porq no se ven reflejados los puntos a las 24 hrs de alguna compra,2/17/23 20:25,,,,,,,,,,,,,,,8s,,63f0372cfaa85150141135aa,,https://u4w-screenshots-production.s3.amazonaws.com/63f0372cfaa85150141135aa/full_image,general,,,,,,,,,,,,,,,,,
Desktop New Site,2,QUE LOS PRECIOS NO TRAEN DESCUENTOS REALES PARA EMPLEADOS DE RCI ,2/17/23 20:22,,,,,,,,,,,,,,,0s,,63f03665fdd9ba4a35710eb3,,https://u4w-screenshots-production.s3.amazonaws.com/63f03665fdd9ba4a35710eb3/screenshot,general,Comentario general,,quote_flight,no,,,,,,,,,,undefined,,,
Desktop New Site,1,"When I booked my flight I logged in using the option to login with my Google Account. However, when I tried logging back in later the same way, it would not let me. So, I tried seeing if it would send a password if I entered my email into forgot password. It did emailed a link, I entered the new password and logged in, but none of my confirmed info is on that account. I am afraid that there may be 2 accounts with my email address frenchpressme@gmail.com only I am unable to access my account info. When I log in it shows no flights and no doters. ",2/17/23 20:12,,,,,,,,,,,,,,,1s,,63f033ff9bccca4ffa6d2f5a,,https://u4w-screenshots-production.s3.amazonaws.com/63f033ff9bccca4ffa6d2f5a/screenshot,error,Errores o problemas en la página,,change_booking,si,profile_or_login,,,,,,,,,undefined,,,
Desktop New Site,2,no puedo realizare mi cambio de vuelo me genera un error,2/17/23 15:56,,,,,,,,,,,,,,,0s,,63eff81142cf9269be6b8d73,,https://u4w-screenshots-production.s3.amazonaws.com/63eff81142cf9269be6b8d73/screenshot,error,Errores o problemas en la página,,change_booking,si,booking_issues,,,,,,,,,[object Object],,,
Desktop New Site,2,al estar para iniciar el pago no se puede eliminar la foto de ingresar,2/17/23 15:53,,,,,,,,,,,,,,,0s,,63eff7591f36734ca235ffcf,,https://u4w-screenshots-production.s3.amazonaws.com/63eff7591f36734ca235ffcf/screenshot,error,Errores o problemas en la página,,book_flight,no,booking_issues,,,,,,,,,[object Object],,,
Doters,1,Acabo de hacer una compra y dice que esa compra no genero puntos,2/17/23 15:31,,,,,,,,,,,,,,,2s,,63eff240dca30110d03b7c76,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,4,No puedo iniciar sesión,2/17/23 15:26,,,,,,,,,,,,,,,9s,,63eff0dcbee30c13f1466b4a,,https://u4w-screenshots-production.s3.amazonaws.com/63eff0dcbee30c13f1466b4a/screenshot,general,Comentario general,,quote_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,1,me di de alta en la app y no me acepta crea cuenta nueva ,2/17/23 15:11,,,,,,,,,,,,,,,1s,,63efed69bb248c4b2416e0cc,,https://u4w-screenshots-production.s3.amazonaws.com/63efed69bb248c4b2416e0cc/screenshot,error,Errores o problemas en la página,,search_info,si,profile_or_login,,,,,,,,,undefined,,,
Desktop New Site,1,NO PUEDES BAJAR O VER TU PAS DE ABORDAR,2/17/23 14:45,,,,,,,,,,,,,,,6s,,63efe7772374cf26ce46af01,,https://u4w-screenshots-production.s3.amazonaws.com/63efe7772374cf26ce46af01/screenshot,error,Errores o problemas en la página,,check_in,si,website_not_loading,,,,,,,,,undefined,,,
Desktop New Site,4,-,2/17/23 14:05,,,,,,,,,,,,,,,1s,,63efddf8083f3e4fd66cb1bc,,https://u4w-screenshots-production.s3.amazonaws.com/63efddf8083f3e4fd66cb1bc/screenshot,compliment,Felicitación,,book_flight,no,,,,,,,,,,[object Object],,,
Doters,1,Es una plataforma que deja mucho que desear,2/17/23 13:41,,,,,,,,,,,,,,,2s,,63efd8667adca06f7c677d43,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,2,EL DIA DE AYER NO PUDE GENERAR MI COMPRA DE VUELO POR QUE MIS TAJETAS FUERON DECLINADAS Y HABLE AL BANCO NO HAY NINGUN PROBLEMA CON LAS TARJETAS AL PARECER QUE LOS PUNTOS DOTERS NO ES REAL O LA HACEN MUY CCANSADA PARA QUE UNO SE FASTIDIE Y TERMINES HACIENDO TU PAGO NORMAL Y ES PURO GANCHO PARA QUE ACEPTES LAS TARJETAS . NECESITO AYUDA PARA SABER QUIEN ME PUEDE APOYAR A REALIZAR MI COMPRA CON LA TAJETA VIVA ,2/17/23 13:33,,,,,,,,,,,,,,,1s,,63efd65cc21a9a72b648d141,,https://u4w-screenshots-production.s3.amazonaws.com/63efd65cc21a9a72b648d141/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,4,Me podrían apoyar con editar el correo donde se envían las facturas lo escribí mal en la App no me deja editarlo: el correo INCORRECTO ES administrador@suasor.com el correo CORRECTO ES administracion@suasor.com.mx,2/17/23 12:51,,,,,,,,,,,,,,,8s,,63efcc825f40325f67391d27,,https://u4w-screenshots-production.s3.amazonaws.com/63efcc825f40325f67391d27/screenshot,general,Comentario general,,change_booking,yes,,,,,,,,,,undefined,,,
Desktop New Site,3,"No sé como ver los vuelos que no sean con tarifa zero, por más que le busco,m me urge saber.",2/17/23 12:11,,,,,,,,,,,,,,,1s,,63efc32a0a94325555542318,,https://u4w-screenshots-production.s3.amazonaws.com/63efc32a0a94325555542318/screenshot,suggestion,Sugerencias o ideas,,quote_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,2,Kindly process refund to original form of payment. PNR - FY6B3J,2/17/23 5:51,,,,,,,,,,,,,,,1s,,63ef6a4d15ebb67dd956fe8c,,https://u4w-screenshots-production.s3.amazonaws.com/63ef6a4d15ebb67dd956fe8c/screenshot,compliment,Felicitación,,quote_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,2,Kindly process refund to original form of payment. PNR - FY6B3J,2/17/23 5:50,,,,,,,,,,,,,,,1s,,63ef69e564680f4340726626,,https://u4w-screenshots-production.s3.amazonaws.com/63ef69e564680f4340726626/screenshot,suggestion,Sugerencias o ideas,,quote_flight,yes,,,,,,,,,,undefined,,,
Feedback_Nuevo Sitio_VF,1,"Ya intente mas que 20 veces a comprar membresia en Viva Fan.  Vivo en EUA y intente con mas que 3 tarjetas diferentes y no pude completar la compra.  Se dice que sera mejor con HSBC Viva o BBVA.  Aqui por Los Angeles, no tenemos.   No sirve ni de Visa ni de Mastercard ni de ATM de banco (Chase).  Hoy fui hasta el aeropuerto de Los Angeles para actualizar la compra y me dijeron que no.  Nada se puede actualizar por internet.  Y el sitio de internet me fallo otras 5 veces.  Quiero la membresia que promete descuentos..  Quien me podria ayudar y cuando?  Quiero pagarle a ustedes el dinero pero no aguantan.  Que lastima!!!!  Hagan caso?????",2/16/23 22:39,,,,,,,,,,,,,,,33s,,63ef0509d9721619225c56f7,,https://u4w-screenshots-production.s3.amazonaws.com/63ef0509d9721619225c56f7/full_image,other_vivafan,Otros problemas con VivaFan,,,yes,,,,,,,,,,,,,
Doters,1,Nnm,2/16/23 21:56,,,,,,,,,,,,,,,1s,,63eefaf39a8c164107205595,,,,,,,,, ,,,,,,,,,,,
Desktop New Site,2,el precio que aparece en la barra superior con las mejores tarifas no coincide con la tarifa el vuelo ,2/16/23 21:50,,,,,,,,,,,,,,,0s,,63eef971d8e71a3027316178,,https://u4w-screenshots-production.s3.amazonaws.com/63eef971d8e71a3027316178/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,undefined,,,
Doters,5,Ofertas ,2/16/23 19:59,,,,,,,,,,,,,,,5s,,63eedf837d72ea6bbf7aee9c,,,compliment,,,,,,,,,,,,,,,,,
Desktop New Site,1,que cual es el beneficio de tener tres cambios si cuando cambias te cobran un combo del cual ya tenia el extra ,2/16/23 19:50,,,,,,,,,,,,,,,15s,,63eedd706dd0b85e31403144,,https://u4w-screenshots-production.s3.amazonaws.com/63eedd706dd0b85e31403144/screenshot,general,Comentario general,,change_booking,no,,,,,,,,,,undefined,,,
Doters,5,Que los camiones son comodos pero veces les falta  estar más limpios ,2/16/23 19:49,,,,,,,,,,,,,,,5s,,63eedcfa4c229b7bfb43387e,,,compliment,,,,,,,,,,,,,,,,,
Doters,4,Para obtenerlos hay que inscribirse o sólo me hago acreedor al comprar los boletos,2/16/23 19:30,,,,,,,,,,,,,,,9s,,63eed8c4f393526bb567f365,,,compliment,,,,,,,,,,,,,,,,,
Doters,2,"Quize unirme al programa de Doters y la aplicación no me permite cuando presiono ""A darle """,2/16/23 17:47,,,,,,,,,,,,,,,0s,,63eec07d3a960c31552a992f,,https://u4w-screenshots-production.s3.amazonaws.com/63eec07d3a960c31552a992f/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,no aparece la pagina para el registro de los puntos doters,2/16/23 17:20,,,,,,,,,,,,,,,15s,,63eeba344d405c449c03fc04,,https://u4w-screenshots-production.s3.amazonaws.com/63eeba344d405c449c03fc04/screenshot,error,Errores o problemas en la página,,search_info,si,website_not_loading,,,,,,,,,undefined,,,
Doters,1,"No veo el regalo de los supuestos 2000 puntos que me enviaron a mi correo, y ese tipo de publicidad engañosa es in moral de su parte, no tengo problema con su modelo de negocio, pero mentirle a la gente ofreciéndole algo que no le pueden dar se puede considerar has un delito ya que sacaron mis datos, información, registro y correo, por lo tanto esto podría incurrir en una demanda por mi parte, yo no tomaré acción de esta forma pero espero que dejen de hacer esto o vendrá quien si tome acción o incluso se licite una demanda colectiva.",2/16/23 17:15,,,,,,,,,,,,,,,2s,,63eeb8f738036c563d1d2d82,,https://u4w-screenshots-production.s3.amazonaws.com/63eeb8f738036c563d1d2d82/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,4,Nada,2/16/23 14:55,,,,,,,,,,,,,,,34s,,63ee98510445f817c03c98a9,,https://u4w-screenshots-production.s3.amazonaws.com/63ee98510445f817c03c98a9/screenshot,general,Comentario general,,check_in,yes,,,,,,,,,,undefined,,,
Desktop New Site,2,Quiero cambiar mi vuelo de hoy a mañana pero no me permite realizar el cambio sin pagar por la selección de asiento.,2/16/23 14:18,,,,,,,,,,,,,,,0s,,63ee8fa01b452548ee24917d,,https://u4w-screenshots-production.s3.amazonaws.com/63ee8fa01b452548ee24917d/screenshot,error,Errores o problemas en la página,,change_booking,si,booking_issues,,,,,,,,,undefined,,,
Desktop New Site,1,Me gustaria saber por qué no puedo hacer el check in,2/16/23 12:01,,,,,,,,,,,,,,,3s,,63ee6f800876177952119db2,,https://u4w-screenshots-production.s3.amazonaws.com/63ee6f800876177952119db2/screenshot,general,Comentario general,,check_in,yes,,,,,,,,,,undefined,,,
Doters,1,No me deja avanzar  Ya me registre 2 veces con diferentes correos y nada,2/16/23 10:43,,,,,,,,,,,,,,,0s,,63ee5d2693b621314264527a,,https://u4w-screenshots-production.s3.amazonaws.com/63ee5d2693b621314264527a/full_image,error,,,,,,,,,,,,,,,,,
Doters,5,Tod,2/16/23 2:56,,,,,,,,,,,,,,,4s,,63edefc59b65e63c5d27d062,,https://u4w-screenshots-production.s3.amazonaws.com/63edefc59b65e63c5d27d062/full_image,compliment,,,,,,,,,,,,,,,,,
Doters,2,HICE UNA COMPRA Y NO SE GENERARON PUNTOS,2/16/23 2:22,,,,,,,,,,,,,,,14s,,63ede7b0a71185131f045ae9,,https://u4w-screenshots-production.s3.amazonaws.com/63ede7b0a71185131f045ae9/full_image,general,,,,,,,,,,,,,,,,,
Desktop New Site,1,You guys don't care.  I could not check in because it does not function.  The app does not work.  I deleted and reinstalled.  I missed my flight because I could not check in and showed up at that counter 5 minutes after the one hour window of departure to tell them I can't check-in.  The counter was closed.  My flight left 1.5 later yet they could get me on the flight and declined to move me to the next flight.  I begrudgingly attempted to buy another $300 flight but the site was down.  Customer service said it was up in 3 hours.   The tech is awful and I getting ripped off trying to get home.,2/16/23 1:42,,,,,,,,,,,,,,,0s,,63edde46958aff0fe81b8a66,,https://u4w-screenshots-production.s3.amazonaws.com/63edde46958aff0fe81b8a66/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,undefined,,,
Doters,2,No puedo utilizar mis puntos para adquirir boletos ,2/15/23 23:41,,,,,,,,,,,,,,,6s,,63edc214c40d3358ea10281c,,,error,,,,,,,,,,,,,,,,,
Doters,4,Que bueno que piénsenlo en los  clientes,2/15/23 21:30,,,,,,,,,,,,,,,15s,,63eda32e8921a85c952df66a,,,compliment,,,,,,,,,,,,,,,,,
Doters,3,Deberían generar puntos doters aunque el usuario no tenga la TC de HSBC ,2/15/23 21:29,,,,,,,,,,,,,,,1s,,63eda3193b45ed3e443d0e22,,,suggestion,,,,,,,,,,,,,,,,,
Doters,2,Ya Ise el trámite pero no me deja entrar ,2/15/23 20:44,,,,,,,,,,,,,,,4s,,63ed9899dafb6a518a70237c,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,4,muy excelente linea,2/15/23 20:25,,,,,,,,,,,,,,,2s,,63ed942339836739e25d56f8,,https://u4w-screenshots-production.s3.amazonaws.com/63ed942339836739e25d56f8/screenshot,compliment,Felicitación,,book_flight,yes,,,,,,,,,,undefined,,,
Feedback_Nuevo Sitio_VF,1,Hhj,2/15/23 19:10,,,,,,,,,,,,,,,7s,,63ed829461041d60f34aae75,,,compliment,Reportar bug o error,,,no,,,,,,,,,,,,,
Doters,1,No puedo comprar por internet y eso me molesta ya que me pierdo descuentos ,2/15/23 18:34,,,,,,,,,,,,,,,3s,,63ed7a0c69834d00c256fafb,,,error,,,,,,,,,,,,,,,,,
Doters,1,"no sirve, inviertan en un buen desarollador",2/15/23 18:27,,,,,,,,,,,,,,,4s,,63ed7875ae03e93e9f71d405,,,error,,,,,,,,,,,,,,,,,
Doters,1,"Pones el password y luego dice password erróneo y restablecer contraseña se queda atorado, pésimo ",2/15/23 18:09,,,,,,,,,,,,,,,0s,,63ed743201e75a42607e533d,,https://u4w-screenshots-production.s3.amazonaws.com/63ed743201e75a42607e533d/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,3,se traba y no puedes seleccionar light,2/15/23 15:12,,,,,,,,,,,,,,,0s,,63ed4aaeb9edc1031f43e984,,https://u4w-screenshots-production.s3.amazonaws.com/63ed4aaeb9edc1031f43e984/screenshot,error,Errores o problemas en la página,,quote_flight,no,website_not_loading,,,,,,,,,undefined,,,
Desktop New Site,1,NO ME DEJA PAGAR,2/15/23 14:49,,,,,,,,,,,,,,,0s,,63ed453fd7b23a6e1d520592,,https://u4w-screenshots-production.s3.amazonaws.com/63ed453fd7b23a6e1d520592/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,[object Object],,,
Desktop New Site,2,no puedo pagar una reserva,2/15/23 14:38,,,,,,,,,,,,,,,3s,,63ed42ce49574f4f7c0a1886,,https://u4w-screenshots-production.s3.amazonaws.com/63ed42ce49574f4f7c0a1886/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,undefined,,,
Doters,1,"No estoy satisfecha con ustedes. Tengo poco tiempo aquí, pero no ha sido la mejor experiencia. Cuando hice la compra no pude facturar fácilmente. Acabo de cambiar un boleto asignado por un boleto abierto; desde ayer estoy intentando y las respuestas han sido múltiples: 1. El pago no se puede procesar 2. Es necesario volver a iniciar sesión (que no tenía una gran tiempo abierta) 3. El nit no corresponde. Por fin lo logré; pero la usabilidad del sitio web no es buena. No tienen comunicación con el personal de ETN (con Viaja +, hice diversos movimientos sin presentar inconvenientes) ellos no pueden accesar y no pueden resolver cosas tan sencillas cómo un cambio de boleto. Ojalá mejoren. Ahhhh y por último la cereza en el pastel: Acabo de recibir la notificación de que use puntos Doters en esta ultima transacción y no fueron usados; la forma de pago fue con tarjeta de crédito SIN USAR LOS PUNTOS. En fin muy muy mal.",2/15/23 13:59,,,,,,,,,,,,,,,1s,,63ed397f3b1d8853582cab2b,,https://u4w-screenshots-production.s3.amazonaws.com/63ed397f3b1d8853582cab2b/full_image,general,,,,,,,,,,,,,,,,,
Desktop New Site,2,No puedo ingresar al proceso de compra ,2/15/23 13:45,,,,,,,,,,,,,,,6s,,63ed3643f2897e1dcd0a1f05,,https://u4w-screenshots-production.s3.amazonaws.com/63ed3643f2897e1dcd0a1f05/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,undefined,,,
Doters,2,No he podido recuperar mi cintraseña. Varias veces he soicitado me envien el código a mi correo y no lo recibo,2/15/23 13:29,,,,,,,,,,,,,,,1s,,63ed3284d8fdc163854fd648,,,error,,,,,,,,,,,,,,,,,
Doters,1,Pues tienen un sitio k no se puede acceder y si no revisan los comentarios  no son profesionales ni serios pónganse a trabajar con benéfico a los clientes gracias ,2/15/23 13:07,,,,,,,,,,,,,,,1s,,63ed2d62bdc572455d6f7248,,,,,,,,,,,,,,,,,,,,
Desktop New Site,3,no permite quitar la reserva y tampoco pude pagar por este sitio web con tarjeta extranjera.,2/15/23 13:01,,,,,,,,,,,,,,,1s,,63ed2becf7f7cc7de433ea12,,https://u4w-screenshots-production.s3.amazonaws.com/63ed2becf7f7cc7de433ea12/screenshot,general,Comentario general,,book_flight,no,,,,,,,,,,undefined,,,
Doters,1,No acepta los datos en cuenta correo,2/15/23 12:53,,,,,,,,,,,,,,,1s,,63ed2a01683fdc41d242069a,,,error,,,,,,,,,,,,,,,,,
Doters,2,"La aplicación desde el celular falla y no te permite entrar para cargar y generar más puntos, desconozco si se hace la comrpa de manera normal y despues puedes subir el numero de operación para pedir acumular los puntos.",2/15/23 12:37,,,,,,,,,,,,,,,26s,,63ed264f7cb48c7b4a5301d4,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,Me da error al momento de querer avanzar en siguiente o ir al pago ,2/15/23 12:25,,,,,,,,,,,,,,,1s,,63ed2376568bb4615e03278d,,https://u4w-screenshots-production.s3.amazonaws.com/63ed2376568bb4615e03278d/screenshot,error,Errores o problemas en la página,,change_booking,si,booking_issues,,,,,,,,,[object Object],,,
Doters,1,No me manda a mi correo para restablecer mi contraseña ,2/15/23 11:56,,,,,,,,,,,,,,,0s,,63ed1caece0ccd71f41d42e8,,https://u4w-screenshots-production.s3.amazonaws.com/63ed1caece0ccd71f41d42e8/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,9mil pesos para ir a oaxaca? eso pagas para ir a europa casi,2/15/23 11:37,,,,,,,,,,,,,,,0s,,63ed1849c9f3a357861285b6,,https://u4w-screenshots-production.s3.amazonaws.com/63ed1849c9f3a357861285b6/screenshot,general,Comentario general,,book_flight,no,,,,,,,,,,undefined,,,
Desktop New Site,1,el precio del boleto esta 396 y lo quiero comprar y no me deja esa es una trampa que ponen,2/15/23 11:27,,,,,,,,,,,,,,,0s,,63ed15d4a8e16464b051eb78,,https://u4w-screenshots-production.s3.amazonaws.com/63ed15d4a8e16464b051eb78/screenshot,error,Errores o problemas en la página,,quote_flight,si,booking_issues,,,,,,,,,undefined,,,
Desktop New Site,1,"ES TERRIBLE HACER UNA RESERVACIÓN, ES CONFUSO Y AL HACER LA RESERVACIÓN HAY QUE SEGUIR MUCHOS PASOS, QUE EL SEGURO, QUE EL ASIENTO, QUE EL ACCESO RÁPIDO Y ASÍ",2/15/23 11:26,,,,,,,,,,,,,,,1s,,63ed15cbbdc572455d6f6fb3,,https://u4w-screenshots-production.s3.amazonaws.com/63ed15cbbdc572455d6f6fb3/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,4,felicitaciones,2/15/23 11:03,,,,,,,,,,,,,,,1s,,63ed1049619a8446cf082f4f,,https://u4w-screenshots-production.s3.amazonaws.com/63ed1049619a8446cf082f4f/screenshot,compliment,Felicitación,,book_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,1,no carga los vuelos,2/15/23 9:59,,,,,,,,,,,,,,,0s,,63ed013aa62ad62afe0d4737,,https://u4w-screenshots-production.s3.amazonaws.com/63ed013aa62ad62afe0d4737/screenshot,error,Errores o problemas en la página,,quote_flight,no,website_not_loading,,,,,,,,,undefined,,,
Desktop New Site,2,Kindly process refund to original form of payment. PNR - XHEIJH,2/15/23 8:51,,,,,,,,,,,,,,,0s,,63ecf1746fa7b606c2663414,,https://u4w-screenshots-production.s3.amazonaws.com/63ecf1746fa7b606c2663414/screenshot,compliment,Felicitación,,quote_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,2,Kindly process refund to original form of payment. PNR - N5D62Y,2/15/23 8:50,,,,,,,,,,,,,,,0s,,63ecf114bca56869ab5ad845,,https://u4w-screenshots-production.s3.amazonaws.com/63ecf114bca56869ab5ad845/screenshot,suggestion,Sugerencias o ideas,,quote_flight,yes,,,,,,,,,,undefined,,,
Doters,2,"alguien uso mi correo para crearse una cuenta y no puedo desactivarla desde la pagina web o enviando correo, solo puedo llamar pero no vivo en el pais donde la app es valida.... ",2/15/23 7:36,,,,,,,,,,,,,,,1s,,63ecdfb9e205cb789e79c250,,https://u4w-screenshots-production.s3.amazonaws.com/63ecdfb9e205cb789e79c250/full_image,general,,,,,,,,,,,,,,,,,
Doters,5,Todo,2/15/23 5:41,,,,,,,,,,,,,,,2s,,63ecc4cb23a90d48cf727afd,,,,,,,,, ,,,,,,,,,,,
