Date,nps,_C_mo_podemos_mejorar_
3/23/23 10:36,9,viajo seguido con ustedes
3/23/23 8:06,9,Facilidad de la pagina
3/23/23 7:43,10,facil de accesar
3/23/23 7:23,9,Es sencillo
3/23/23 5:52,9,ok
3/23/23 5:25,10,ES MUY FACIL ACCESAR Y UTILIZAR LA PLATAFORMA
3/23/23 4:49,10,MUY FACIL E INTUITIVO
3/23/23 4:43,10,Buena interfaz y usabilidad
3/23/23 4:41,10,rapido por teléfono llevaba 48 min y no me contestaron nunca
3/23/23 4:31,10,estuvo sencillo el proceso
3/23/23 4:13,9,Buen trato no ha habido demoras en los vuelos
3/23/23 3:43,10,Muy agil
3/23/23 3:36,10,muy eficaz
3/23/23 3:15,9,por precio
3/23/23 3:15,9,dan opciones de pago
3/23/23 3:14,10,por agil
3/23/23 3:08,9,Fácil
3/23/23 1:56,10,Exelente Aerolinea
3/23/23 1:54,10,facilidad de uso!
3/23/23 1:45,10,Es intuitivo y rápido
3/23/23 1:37,10,por los cambios permitidos
3/23/23 1:19,9,BUENO
3/23/23 1:05,10,EXCELENTE SERVICIO
3/23/23 0:51,10,Pagina web muy eficiente
3/23/23 0:48,10,PRECIO ATENCION
3/23/23 0:41,10,todo ok
3/23/23 0:38,10,muy facil de hacer el cambio de itinerario
3/23/23 0:33,10,POR EL CAMBIO QUE ME DEJARON HACER
3/23/23 0:13,10,FACILIDAD EN LOS PROCESOS
3/22/23 23:55,10,Facilidad de uso y rapidez
3/22/23 23:54,10,facil de usar la pagina
3/22/23 23:39,10,MUY FLEXIBLE LA PAGINA
3/22/23 23:29,9,"Es un sitio seguro y confiable para hacer reservaciones, y el procesador es rápido, muy buen servicio"
3/22/23 23:10,9,Es muy conveniente
3/22/23 23:06,10,EFICIENTE
3/22/23 22:32,10,TODO BIEN
3/22/23 22:10,9,practicos
3/22/23 21:56,10,muy buen servicio
3/22/23 21:52,10,es muy sencillo el procedimiento
3/22/23 21:19,10,muy practico
3/22/23 21:19,9,Excelente atención
3/22/23 21:04,10,efecitvo el cambio de fecha en linea
3/22/23 21:00,10,todo bien y rapido en la pagina web
3/22/23 20:56,10,SENCILLO DE USAR
3/22/23 20:43,10,HAN MEJORADO MUCHISIMO.. FELICIDADES
3/22/23 20:14,10,MUY FACIL DE MODIFICAR LA RESERVA
3/22/23 20:14,10,facil de uras
3/22/23 20:10,10,LA APP ES MUY AMIGABLE. ME ENCANTA PODER HACERLO TAN FACIL Y RAPIDO
3/22/23 20:09,10,ES EFECTIVO
3/22/23 20:07,10,Es un proceso fácil y nada tedioso.
3/22/23 19:58,9,BUENOS PRECIOS
3/22/23 19:50,10,PÁGINA AMIGABLE
3/22/23 19:49,10,Flexibilidad en cambio de horario
3/22/23 19:34,10,gracias
3/22/23 19:32,10,bien
3/22/23 19:17,10,Excelente plataforma de reservaciones
3/22/23 18:55,10,POR QUE ES MAS FACIL HACER EL TRAMITE EN LINEA
3/22/23 18:31,9,..
3/22/23 17:15,10,Rápido y sencillo
3/22/23 17:11,10,rapido y seguro
3/22/23 17:03,10,gracias
3/22/23 16:43,10,BENDICIONES
3/22/23 16:28,9,:) POR EFICIENTES
3/22/23 16:21,10,si
3/22/23 16:19,10,Facilidad del proceso
3/22/23 16:02,10,porque todo lo puedo hacer sencillo
3/22/23 15:41,9,POR EL BUEN SERVICIO
3/22/23 15:35,10,"EL NAVEGAR DENTRO DE LA PAGINA ES FACIL, SENCILLO Y BIEN EXPLICADO."
3/22/23 15:11,9,OK
3/22/23 15:07,10,Entendible y muy rápido
3/22/23 14:46,10,Un proceso muy fácil y amigable.
3/22/23 14:31,10,FACILIDAD EN CAMBIO DE ITINERARIOS
3/22/23 13:47,9,HAY MUCHA FLEXIBILIDAD E INFORMACION FACIL
3/22/23 12:11,9,Facilidad
3/22/23 7:28,10,efectivo
3/22/23 6:37,10,por la agilidad
3/22/23 5:52,10,los amo
3/22/23 5:19,10,EXCELENTE SERVICIO
3/22/23 5:11,10,facilidad de la aplicacion
3/22/23 4:42,10,POR SU ACCESIBILIDAD
3/22/23 3:58,10,Cambio de vuelo sencillo
3/22/23 3:52,10,Muy facil
3/22/23 3:31,10,Por que el servicio es muy práctico de utilizar.
3/22/23 3:28,9,fue facil y practico
3/22/23 3:11,9,BUENA TARJETA
3/22/23 2:23,10,Mug facil
3/22/23 2:02,10,best change flight experience I've ever had!
3/22/23 1:44,10,GRAN DISPONIBILIDAD EN CAMBIOS DE VUELOS
3/22/23 1:43,10,PORQUE ES LO MAS BARATO QUE EXISTE EN MEXICO EN
3/22/23 1:36,10,muy bien
3/22/23 1:28,10,excelente
3/22/23 0:22,10,TODO MUY FACIL Y ACCESIBLE
3/22/23 0:15,9,OK
3/22/23 0:10,10,muy facil de hacer
3/21/23 23:57,10,"Fue fácil y rápido, me gustaría que se pudiera agregar otro pasajero en la misma reserva por esta misma vía"
3/21/23 23:01,10,Portal amigable
3/21/23 22:38,9,FÁCIL DE MANEJAR
3/21/23 22:20,10,por lo puntos doters
3/21/23 22:12,10,Es muy sencillo realizar estos cambios.
3/21/23 21:42,9,es poco amigable para personas mayores
3/21/23 21:27,9,por la comodidad de no salir de casa
3/21/23 20:55,9,POR LA FACILDAD
3/21/23 20:47,10,servicio
3/21/23 20:24,10,POR FACIL DE UTILIZARLA Y ACCESIBLE PARA TODOS
3/21/23 20:12,10,buen servicio
3/21/23 19:52,10,SENCILLO PARA SOLUCIONAR EL CAMBIO
3/21/23 19:50,10,POR SU EXCELENTE SERVICIO
3/21/23 19:30,10,"Sitio muy amable, efectivo y rápido"
3/21/23 19:12,10,buena  empresa
3/21/23 19:02,9,MUY FACIL
3/21/23 18:35,10,ES FACIL
3/21/23 18:34,10,Fue rápido y sencillo
3/21/23 18:31,10,excelenete
3/21/23 18:26,10,EXCELENTE
3/21/23 18:22,10,muy buenos
3/21/23 18:17,9,Eficiencia
3/21/23 17:55,10,Porque siempre han sido bien los vuelos
3/21/23 17:25,9,muy bueno !
3/21/23 17:24,10,FACILIDAD DE USO.
3/21/23 17:18,9,ESTAN MUY BIEN
3/21/23 17:13,10,Fue sencillo de usar
3/21/23 16:58,10,todo muy bien
3/21/23 16:48,9,SENCILLEZ
3/21/23 16:40,10,EXCELENTE PAGINA WEB .. MUY COMPLETA
3/21/23 16:30,10,"CORREOS, AVISOS Y FAACIL CAMBIO DE VUELO."
3/21/23 16:19,10,es muy facil y rapido
3/21/23 16:08,10,Facilidad y rapidez
3/21/23 15:57,10,excelente servicio
3/21/23 15:40,10,EXELENTE
3/21/23 15:31,9,BIEN
3/21/23 15:21,10,flexibilidad
3/21/23 14:58,10,Todo Excelente!!
3/21/23 14:12,10,EFICIENCIA
3/21/23 14:03,10,MUY FACIL EL USO DE LA APP Y  MUY SEGURO
3/21/23 13:47,9,Amigable y ágil
3/21/23 8:23,10,EXCELENTES PRECIOS
3/21/23 8:15,9,es practico el sistema
3/21/23 5:37,9,siempre que hago una reservacion todo esta bien organizado
3/21/23 5:24,10,Fácil de utilizar
3/21/23 5:17,9,fua facil
3/21/23 4:47,10,FACIL Y RAPIDO
3/21/23 3:43,9,"TODO BIEN EXCEPTO EL PAGO EN EFECTIVO, NO FUNCIONA"
3/21/23 3:37,10,Muy agil el proceso
3/21/23 2:44,10,EXCELENTE SERVICIO
3/21/23 2:01,10,"La atencion por telefono muy rapida y esta pagina, muy amigable"
3/21/23 1:53,10,versatilidad
3/21/23 1:37,10,muy fácil de usar la pagina
3/21/23 1:37,9,bueno
3/21/23 1:19,10,todo bien
3/21/23 0:15,10,BUENA ATENCION
3/21/23 0:11,10,ES RAPIDO
3/21/23 0:04,10,Muy bien
3/20/23 23:48,10,Fácil de usar
3/20/23 23:41,10,Excelente servicio por telefono y en linea
3/20/23 23:36,10,THANKS
3/20/23 23:16,10,POR QUE SE PERMITE REALIZAR LAS OPERACIONES CON FACILIDAD
3/20/23 22:37,10,POR LA FACILIDAD
3/20/23 22:20,10,Buena página
3/20/23 21:52,10,AGIL Y EFICIENTE
3/20/23 21:31,10,excelente servicio
3/20/23 21:17,9,He tenido buena atencion
3/20/23 21:10,9,Hasta ahora todo bien
3/20/23 19:46,10,PORQUE ES BUEN SERVICIO
3/20/23 19:41,10,BUENOS PRECIOS Y SERVICIO
3/20/23 18:58,10,FACILIDAD
3/20/23 18:52,10,POR LAS FLEXIBILIDAD
3/20/23 18:47,10,muy acsecibles
3/20/23 18:24,10,por la funcionalidad que siempre prestan
3/20/23 17:57,10,simple
3/20/23 17:54,10,EXCELENTE SERVICIO
3/20/23 17:32,9,RAPIDO Y SEGURO
3/20/23 17:30,9,FACIL ACCESO DE COMPRA
3/20/23 17:28,10,profesionalismo
3/20/23 17:15,10,POR SER EXCELENTE
3/20/23 16:45,10,Me permiten realizar cambios en el vuelo
3/20/23 15:41,10,me gusta la atención
3/20/23 15:10,10,cambio fue facil
3/20/23 13:44,9,POR SER EFICIENTES
3/20/23 13:41,10,Fácil de usar
3/20/23 8:04,10,BIEN
3/20/23 6:49,10,"EXCELENTE PROGRAMA SUPER FACIL Y RAPIDO Y COLORES Y TODO, SUPER BIEN EXPLICADO"
3/20/23 6:00,10,GRACIAS
3/20/23 4:47,10,XX
3/20/23 3:08,10,buen servicio
3/20/23 2:56,10,sistema muy eficiente
3/20/23 1:33,9,Precio
3/20/23 1:26,10,Proceso rápido y jorney muy intuitivo
3/20/23 0:57,10,Fue facil
3/20/23 0:54,10,Muy fácil de usar
3/20/23 0:42,10,Es facil hacer los cambios y el costo no es excesivo
3/20/23 0:24,10,SU PAGINA ES AMIGABLE
3/19/23 23:58,9,me gusta viajar con ustedes
3/19/23 23:42,9,su sistema es facil y eso me gusta
3/19/23 22:39,9,la rapidez y funciobalidad de la pagina web.
3/19/23 20:19,10,Es un gran servicio
3/19/23 19:32,10,muy buena atencion
3/19/23 18:43,9,Facil
3/19/23 18:39,9,Una interfase facil para aquellos que no somos de la generacion de las reservas online
3/19/23 17:47,10,POR BUENA ATENCION
3/19/23 17:25,10,SON MUY CLAROS Y RAPIDOS EN SU FORMA DE OPERAR EN LA PLATAFORMA.
3/19/23 17:09,10,xvdfvgr
3/19/23 16:41,10,Rapidez en sus procesos
3/19/23 15:55,10,Simple and easy to use. Representative was courteous and helpful.
3/19/23 15:47,9,facilidad
3/19/23 15:14,10,muy eficiente
3/19/23 13:39,10,"Excelente pagina, rapida y facil de usar"
3/19/23 11:52,10,FUNCIONO BIEN
3/19/23 7:25,10,PRACTICIDAD
3/19/23 5:54,10,PORQUE ES EXCELENTE
3/19/23 4:21,10,Por lo fácil de hacer reservaciones y cualquier otro trámite. Muy bien por Vivaaerobus !
3/19/23 3:26,10,"agil , claro"
3/19/23 2:59,9,Muy facil
3/19/23 2:10,10,POR LA FACILIDAD DEL USO DE PLATAFORMA
3/19/23 1:57,10,sweet Love
3/19/23 1:26,10,CLARO QUE SI TODO ES MUY FACIL SOLO ME GUSTARIA QUE LA APP LA HICIERAS MAS FACIL YA QUE SIENTO QUE PARA VER LOS PRECIOS SE COMPLICA ANTES SE VEIAN LOS PRECIOS DE MANERA INMEDIATA Y AHORA DA RANGOS DE TAL A TAL Y ES MEJOR SABER EL PRECIO QUE TIENE EL BOLETO GRACIAS
3/19/23 0:13,9,sencillo realizar el cambio y rapido
3/19/23 0:00,10,"Facíl, cómodo y seguro"
3/18/23 23:32,10,fue facil
3/18/23 23:20,10,Buen servicio
3/18/23 22:16,10,EFICIENTES
3/18/23 21:57,10,Muy fácil y amable
3/18/23 21:16,10,Me fue muy fácil resolver mi problema
3/18/23 20:58,10,EXCELENTE SERVICIO
3/18/23 20:30,10,BUENA ATENCIONJ
3/18/23 20:30,10,FACIL
3/18/23 19:44,10,Proceso muy sencillo
3/18/23 19:38,10,BUEN SERVICIO
3/18/23 18:51,9,opciones
3/18/23 18:30,9,ES FÁCIL
3/18/23 18:20,10,Rapido y Preciso
3/18/23 18:03,10,me gusta que el tua se pague por separado
3/18/23 17:59,10,flexibilidad en cambios de vuelo
3/18/23 17:42,10,RAPIDEZ Y NADA COMPLICADO
3/18/23 17:30,10,MUY FACIL Y RAPIDO
3/18/23 16:21,10,ME FUE MUY FACIL HACER MI CAMBIO
3/18/23 16:00,10,Muy buen servicio y una web fácil de seguir
3/18/23 15:17,9,"practicamente viene todo en la pagina, seleccionas y listo, y da la opcion para uno o todos los pasajeros"
3/18/23 14:33,10,FACIL
3/18/23 13:41,10,FACILIDAD DE PROCESO
3/18/23 6:31,10,-
3/18/23 6:11,9,porque es facil y sencillo
3/18/23 5:51,10,es muy sencillo
3/18/23 5:06,10,Porque tienen un sistema muy rapido y confiable. Todo lo puedo solucionar desde un clic
3/18/23 4:55,10,servicio rapido y sencillo
3/18/23 3:57,10,EXCELENTE
3/18/23 3:39,10,eficiencia
3/18/23 3:20,10,RÁPIDO Y SIN COMPLICACIONES
3/18/23 0:01,10,RAPIDO
3/17/23 23:52,10,por sencilla la pagina
3/17/23 23:27,10,PORQUE ES DE FACIL ACCESO
3/17/23 23:19,10,es un placer volar con viva aerobus
3/17/23 22:29,10,Bueno
3/17/23 21:48,10,por la eficacia
3/17/23 21:34,10,buen servicio
3/17/23 21:27,10,es rapido
3/17/23 21:23,10,"Rapido, Seguro y Economico"
3/17/23 20:59,9,Eficiente
3/17/23 20:59,10,PORQUE SI
3/17/23 20:54,10,Sencilles y rapidez en la plataforma
3/17/23 20:16,10,fácil y rapido
3/17/23 20:10,9,agil y claro el proceso
3/17/23 20:02,10,EFICACIA
3/17/23 19:49,10,FACILIDAD EN PROCESO
3/17/23 19:43,10,Buen servicio
3/17/23 19:36,10,rápido
3/17/23 19:34,9,Eficiencia .
3/17/23 19:26,10,"Ultimante muy puntuales y ofertas bastante buenas, Felicidades"
3/17/23 18:52,10,RAPIDEZ
3/17/23 18:48,9,la facilidad con la que se realizan compras
3/17/23 18:19,10,rapidez
3/17/23 18:17,10,FUE MUY AMIGABLE  EL PROCESO
3/17/23 18:10,10,SI
3/17/23 18:08,10,BUEN SERVICIO
3/17/23 18:04,10,FACIL Y SEGURO
3/17/23 17:54,10,mUY BUENA
3/17/23 17:31,9,gratis y rapido
3/17/23 15:48,10,MUY BUEN SERVICIO
3/17/23 15:28,10,son super accesibles los costos
3/17/23 13:57,9,Es facil trabajar con ustedes.
3/17/23 13:39,10,servicio
3/17/23 11:52,10,Muy fácil de hacer las compras.
3/17/23 8:47,10,E
3/17/23 7:19,10,todo bien
3/17/23 5:54,10,Aerolinea muy eficiente
3/17/23 5:39,10,plataforma muy acecesible
3/17/23 4:47,9,Amigable
3/17/23 4:34,10,FACILIDAD DE COMPRA
3/17/23 4:08,9,Por la facilidad
3/17/23 3:43,10,Es fácil de usar la página
3/17/23 3:28,10,Es muy rapido
3/17/23 3:21,9,Fue fácil
3/17/23 3:10,10,MUY FACIL Y AGIL
3/17/23 3:10,10,informacion clara
3/17/23 2:24,10,MUY BUEN SERVICIO
3/17/23 2:12,9,La página es muy confusa a veces
3/17/23 2:00,10,POR EL SERVICIO
3/17/23 1:44,10,rapidez
3/17/23 1:33,10,"buen trato, facilidad"
3/17/23 0:34,10,Me gusta la pagina
3/16/23 23:30,10,El cambio fue rapido y a bajo costo
3/16/23 23:26,10,Grxs
3/16/23 23:00,10,Fácil y rápido. Información clara
3/16/23 22:11,10,Es muy fácil rápido
3/16/23 21:46,9,ES SENCILLO EL PROCEDIMIENTO
3/16/23 21:18,9,.
3/16/23 21:09,10,facilidad para cambiar vuelo y encontrar opciones
3/16/23 20:55,10,Es muy facil de hacer
3/16/23 20:51,10,PRECIO Y SERVICIO
3/16/23 20:20,10,Fue muy fácil
3/16/23 20:06,10,excelente
3/16/23 19:34,9,BUEN SERVICIO
3/16/23 19:18,9,Tienen un sistema rapido
3/16/23 19:18,10,por ser muy claros con la administración...reservación
3/16/23 18:56,10,no he tenido problemas
3/16/23 18:50,10,muy fácil hacer algún cambio
3/16/23 18:48,10,la pagina es muy facil de usar y clara
3/16/23 18:26,10,facil
3/16/23 17:59,10,BUENA
3/16/23 17:59,10,son buenos
3/16/23 17:51,10,ACCESIBLE
3/16/23 17:37,10,NO ES COMPLICADO DE ENTENDER
3/16/23 17:18,10,Todo razonable y facil de reservar
3/16/23 17:14,10,Buena experiencia de compra
3/16/23 17:13,9,Es muy sencillo
3/16/23 17:11,10,EXCELENTE SERVICIO
3/16/23 17:07,10,POR EL BUEN SERVICIO
3/16/23 17:00,9,"es fácil y amigable, sin errores ni tardanzas"
3/16/23 15:35,10,BUEN SERVICIO
3/16/23 15:34,10,muy amigable el portal
3/16/23 15:14,10,Easy to use and price is very competitive
3/16/23 14:13,10,EL SERVICIO Y LOS PRECIOS
3/16/23 12:29,10,por servicio rapido
3/16/23 7:15,10,claro que si
3/16/23 5:26,10,ok
3/16/23 4:59,10,Me gusta
3/16/23 4:55,10,"Ha sido facil y rápido, gracias"
3/16/23 4:25,9,PRECIO
3/16/23 4:01,10,TODO MUY ACCESIBLE
3/16/23 3:34,9,cada vez esta mejor su sistema   Gracias.
3/16/23 3:30,9,Facilidad
3/16/23 3:26,10,todo muy bien
3/16/23 3:24,10,todo el proceso ha sido claro en la compra
3/16/23 3:16,10,Por los precios
3/16/23 2:55,10,"MUY EFICIENTE Y TE EVITAS LA MOLESTÍA DE ESTAR HABLANDO POR TELEFONO MIL VECES HASTA QUE SE DIGNEN A CONTESTAR, LO RECOMIENDO AMPLIAMENTE"
3/16/23 2:44,10,the best
3/16/23 2:43,10,.
3/16/23 2:37,10,Muy buen servicio
3/16/23 2:27,10,MUY EFICIENTE PARA RESERVAS Y CAMBIOS
3/16/23 2:05,10,muy comodo y practico
3/16/23 1:32,9,Buen servicio y página amigable
3/16/23 1:17,10,rapido
3/16/23 1:16,9,.
3/16/23 1:11,10,Todo fue muy sencillo !! Gracias !
3/16/23 1:00,10,eficientes
3/16/23 0:48,10,es muy facil
3/16/23 0:47,10,nice
3/16/23 0:41,10,Muy muy fácil hacer el cambio de itinerario
3/15/23 23:56,9,MUY BIEN
3/15/23 23:43,10,ES FÁCIL DE USAR
3/15/23 23:39,10,SON BUENOS
3/15/23 23:32,10,por eficaces
3/15/23 23:21,10,se administraron sin problemas los adicionales a equipaje
3/15/23 23:16,10,excelente plataforma
3/15/23 23:16,10,por el buen servicio y la gran ayuda
3/15/23 23:05,9,FACIL PARA REALIZAR LOS CAMBIOS
3/15/23 21:56,10,todo bien
3/15/23 21:49,10,Muy recomendado
3/15/23 21:47,10,FAcil de usar
3/15/23 21:37,10,Fue fácil y rápido.
3/15/23 21:27,9,BUENO Y BARATO
3/15/23 20:51,10,facil y rapido
3/15/23 20:50,10,POR EFICIENTES......... FELICITACIONES!!!!
3/15/23 20:36,10,Las veces que he viajado con Viva Aerobús ha sido un proceso muy rápido
3/15/23 20:24,10,Es muy claro y sencillo porque dan muy bien los pasos a seguir
3/15/23 20:03,10,Rápido servicio
3/15/23 19:56,10,POR ECONOMIA
3/15/23 19:41,10,PAGINA VIVA MUY CORDIAL CON EL USUARIO
3/15/23 19:37,10,Perfecto!
3/15/23 19:36,10,"por su forma de reservar vuelo, es amigable"
3/15/23 18:26,10,Muy sencillo cambiar de itinerario y los costos no son altos
3/15/23 18:21,10,Posibilidad de cambio de vuelo
3/15/23 18:12,9,FORMA FACIL  Y SENCILLA
3/15/23 18:09,10,ES MUY SENCILLO EL PROCESO DE SELECCION DE VUELO
3/15/23 18:02,9,BUEN SERVICIO
3/15/23 17:53,10,excelente servicio
3/15/23 17:43,10,RAPIDEZ
3/15/23 17:14,10,Porque el uso de la aplicacioinón es muy práctico
3/15/23 17:03,10,es muy rapido
3/15/23 16:52,9,"Mejoro mucho la claridad de lo que estas seleccionando, y el cobro que te estan haciendo"
3/15/23 16:48,10,BUEN SERVICIO
3/15/23 16:26,10,"Por su excelente servicio, puntualidad y precios."
3/15/23 16:09,10,RAPIDO Y FACIL
3/15/23 16:07,9,.
3/15/23 15:53,10,FACIL DE MANEJAR EL SISTEMA
3/15/23 15:50,10,POR TODO ES EXELENTE EL SERVICIO
3/15/23 14:31,9,Buen servicio
3/15/23 14:30,10,"Siempre hay vuelos económicos, me deja hacer cambios sin costo o que sea tan elevado, gracias"
3/15/23 12:38,10,ES MUY FACIL NAVEGAR Y ESTAN CLARAS LAS OPCIONES QUE TIENEN
3/15/23 8:08,10,Excelente servicio
3/15/23 6:17,10,muy claro
3/15/23 6:09,10,GRACIAS
3/15/23 5:56,10,muy amigable
3/15/23 5:26,9,Herramientas de utiles con facilidad de uso
3/15/23 5:08,10,muy rapido el tramite
3/15/23 4:23,10,pagina uti;
3/15/23 4:06,9,accesible
3/15/23 3:25,10,BUEN SERVICIO
3/15/23 3:22,10,Muy facil y rapido
3/15/23 2:57,9,FUE MUY SENCILLO Y ECONOMICO PRINCIPALMENTE
3/15/23 2:46,10,es facil y sencillo
3/15/23 2:21,9,la verdad es que si han mejorado mucho la experiencia de usuario
3/15/23 2:09,10,Práctico y sencillo
3/15/23 1:53,10,Excelente servicio
3/15/23 1:53,10,muy fácil
3/15/23 1:49,9,muy bueno
3/15/23 0:31,10,es la mejor :)
3/15/23 0:25,10,porque no es difícil interactuar en la página
3/15/23 0:06,10,muy facil y rapido
3/14/23 23:59,10,FACIL TRÁMITE
3/14/23 23:57,10,por lo eficaz que son
3/14/23 23:51,10,muy facil realizar los ajustes
3/14/23 23:08,10,La página más ágil para compras por internet
3/14/23 22:30,10,Muy facil
3/14/23 22:27,10,es claro lo que se paga
3/14/23 22:13,10,facil uso
3/14/23 22:08,9,Pagina muy amigable
3/14/23 21:54,10,BUEN SERVIVIO
3/14/23 21:46,10,excelente plataforma
3/14/23 21:41,10,Excelente
3/14/23 21:18,10,genial
3/14/23 21:13,10,siempre encuentro los mejores vuelos
3/14/23 20:55,9,Facil de cambiar muy entendible
3/14/23 20:51,10,my facil y rapido
3/14/23 20:51,9,Muy intuitivo el portal.
3/14/23 20:19,9,FACIL Y RAPIDO
3/14/23 20:05,10,GRACIAS
3/14/23 19:51,10,RÁPIDO Y SIN COMPLICACIONES
3/14/23 19:43,10,SERVICIO
3/14/23 19:38,10,Excelente servicio
3/14/23 19:17,10,es rapido
3/14/23 19:17,9,si los recomiendo
3/14/23 19:16,10,Porque es muy ràpido y econòmico
3/14/23 19:15,10,claridad y eficiencia
3/14/23 19:14,10,Me encantan
3/14/23 19:06,10,EXELENTE SERVICIO
3/14/23 18:59,10,MUY ENTENDIBLE SU SISTEMA
3/14/23 18:56,10,rapido
3/14/23 18:55,9,todo bien veremos el vuelo
3/14/23 18:52,10,muy buen servicio
3/14/23 18:48,10,Porque me permitieron cambiar el vuelo
3/14/23 18:34,10,"la página es amigable , no es difícil hacer un cambio"
3/14/23 18:20,10,rapido y bueno
3/14/23 18:06,10,Facil y práctico de usar el sitio
3/14/23 18:03,9,Es fácil y rápido
3/14/23 17:59,10,rapidez
3/14/23 17:46,10,Es muy ergonómico
3/14/23 17:23,10,un buen servicio y rapido
3/14/23 17:19,10,siempre resuelven mis dudas y apoyan
3/14/23 16:57,10,EXCELENTE SERVICIO Y MUY RAPIDO HACER EL CAMBIO
3/14/23 16:55,10,FACILIDAD
3/14/23 16:50,9,servicio muy agil
3/14/23 16:45,10,hasta el momento por su puntualidad
3/14/23 16:44,10,viva no me queda mal como volaris
3/14/23 16:36,10,facil cambiar vuelos gracias!
3/14/23 16:27,9,NO SE
3/14/23 16:11,10,excelente
3/14/23 15:52,10,rapido
3/14/23 15:41,10,POR LOS SERVICIO SIEMPRE A TIEMPO
3/14/23 15:13,10,SI
3/14/23 14:54,10,BUEN PRECIO
3/14/23 14:18,10,muy facil de hacer los cambios muy didactica la pagina
3/14/23 6:32,10,"es muy práctico su uso, reduce sumamente tiempo de espera en comparación con llamar o ir a la agencia"
3/14/23 5:07,10,RAPIDEZ Y PRECIO
3/14/23 5:01,10,Buen servicio
3/14/23 4:46,9,por los precios y atencion
3/14/23 4:43,10,muy sencillo
3/14/23 4:06,10,PROCESO SENCILLO
3/14/23 3:54,10,FACIL DE USAR Y PRECIO
3/14/23 3:49,10,CAMBIO BUEN PRECIO
3/14/23 3:49,10,RAPIDEZ
3/14/23 3:47,10,RAPIDO Y SEGURO
3/14/23 3:29,10,EXCELENTE SERVICIO
3/14/23 2:52,10,Plataforma muy sencilla
3/14/23 2:49,10,BUEN SERVICIO
3/14/23 2:44,10,Es rápido de manejar
3/14/23 2:02,10,la claridad para agregar servicios.
3/14/23 1:41,9,"El journey experience está siendo más agradable cada par de años. Hace una década a ahora, es evolución de admirarse."
3/14/23 1:34,10,fACIL Y RÁPIDO
3/14/23 0:39,10,Fue fácil y rápido
3/14/23 0:28,10,todo muy amigable.
3/14/23 0:24,10,PORQU LOS CAMBIOS SON MU RAPIDOS
3/14/23 0:19,10,PORQUE FUE FACIL HACER EL PAGO EN LA PAGINA WEB
3/14/23 0:00,10,Proceso sencillo
3/13/23 23:56,10,Eficiente
3/13/23 23:27,10,es muy rapido
3/13/23 23:21,10,MUY FACIL
3/13/23 22:59,10,MUY BUEN SERVICIO
3/13/23 22:51,10,"es muy sencillo, solo creo que se encarece el precio mucho"
3/13/23 22:44,10,Buen sistema
3/13/23 22:21,10,muy funcional
3/13/23 22:05,10,Muy amigable y sencillo
3/13/23 21:58,10,muy comodo falta poder cambiar de destino
3/13/23 21:26,9,Por su seguridad en datos
3/13/23 21:09,10,servicio y facil acceso a la pagina
3/13/23 20:52,10,Facil y sencillo
3/13/23 20:36,10,siempre son la mejor opcion
3/13/23 20:13,9,Fácil de usar
3/13/23 19:59,10,PRECIO
3/13/23 19:41,10,MUY BUEN SERVICIO Y ATENCION
3/13/23 19:05,10,SON EXCELENTES
3/13/23 18:51,10,Super facil de usar
3/13/23 18:36,10,PERMITE PENSAR Y PODER ACTUAR
3/13/23 18:07,10,es super accesible y es muy intuitiva la aplicacion
3/13/23 18:00,10,"Interface amigable e intuitiva, facilita la compra o la modificación de vuelos en linea."
3/13/23 17:50,10,FACIL
3/13/23 17:46,10,buenos precios y atencion
3/13/23 17:27,10,FACIL Y RAPIDO
3/13/23 17:13,10,rapido y bueno
3/13/23 16:56,10,Flexible y facil
3/13/23 16:43,10,Es muy rápido
3/13/23 16:33,10,todo excelente
3/13/23 16:33,10,todo excelente hasta el momento con viva
3/13/23 16:32,10,ES FUNCIONAL GRACIAS
3/13/23 15:52,9,buen servicio
3/13/23 15:38,10,Muy fácil!
3/13/23 15:01,9,es facil hacerlo
3/13/23 14:59,10,Fue fácil la reservación
3/13/23 14:15,10,TODO BIEN
3/13/23 13:59,10,todo fluido
3/13/23 13:47,10,Excelente aerolinea
3/13/23 13:20,10,Facil
3/13/23 12:02,10,MUY CLARO Y RAPIDO
3/13/23 6:19,10,Plataforma muy amigable
3/13/23 4:11,10,POR SUS BUENAS ATENCIONES
3/13/23 4:03,9,ES MUY FACIL
3/13/23 2:41,10,RAPUDSI
3/13/23 2:41,10,Porque trabajo en Vivaaerobus
3/13/23 1:29,10,Excelente
3/13/23 1:16,10,EXCELENTE Y RAPIDO SERVICIO
3/13/23 0:55,10,Flexibilidad
3/13/23 0:50,10,ESTA CLARO Y NO METE POR DEFAUL CARGOS EXTRES TRAMPOSOS
3/12/23 23:10,9,"Solo traten de apoyar al consumidor, si lo apoyan mas les serán enormemente leales."
3/12/23 22:17,10,"al día de hoy, he tenido buen servicio"
3/12/23 22:10,10,sitio intuitivo
3/12/23 22:08,10,OK
3/12/23 20:34,10,PAGINA MUY AMIGABLE
3/12/23 20:02,10,muy fácil de usar
3/12/23 19:43,9,buen servicio
3/12/23 19:24,10,LA FACILIDAD DE CAMBIOS .. MUY BUENOS
3/12/23 18:08,10,EXCELENTE SERVICIO
3/12/23 18:07,10,FACIL Y ECONOMICO
