,Date,nps,Comment
26366,3/9/23 16:08,7,"no queda claro como, comprando la tarifa mas economica, se puede luego agregar 1 maleta facturada a solo 1 dr lo integrantes de la reservacion...no a todos"
26367,3/9/23 16:08,8,SE TRABO VARIAS VECES FUE MUY TARDADO
26368,3/9/23 15:59,8,Hacer que los pasos de y las opciones sean un poco más entendibles para las personas que compran por primera vez en la web.
26369,3/9/23 15:56,8,Los botones de compras adicionales están muuuuy truqueados.  No es una buena experiencia de compra.
26370,3/9/23 15:56,0,UTILIZANDO FORMA DE PAGO QUE FUNCIONEN
26371,3/9/23 15:43,1,"Carisimo todo, que pena."
26372,3/9/23 15:27,8,MAS VUELOS DIRECTOS Y MAS PROMOCIONES COMO PUNTOS Y DESCUENTOS POR VUELOS FRECUENTES
26373,3/9/23 15:25,8,"Cobrar menos. Están cobrando por todo, cuando se supone que si una persona viaja por necesidad o por placer, no puede ir solo con lo que lleva puesto."
26374,3/9/23 15:25,8,mas rapidos llenados y poder editar una parte de la seleccion no volver a comenzar
26375,3/9/23 15:23,5,"ESTA MUY CONFUSO AL MOMENTO DE COMPRAR UN TICKET, Y HAY MUCHOS CARGOS EXTRAS"
26376,3/9/23 15:12,6,más promociones y códigos de descuento.
26377,3/9/23 15:06,7,LO HACEN MUY DIFICIL
26378,3/9/23 15:00,6,"No me deberia obligar a que todos los boletos tenga que comprar la misma cantidad de maletas, por ejemplo queria una maleta de 25 kg y si la seleccionaba me querian cobrar una maleta de 25 para cada tripulante, y no se ve ningun lugar para saleccionar una sola maleta."
26379,3/9/23 14:49,4,muchos segmentos para saber el precio total
26380,3/9/23 14:48,8,No agregando costos sin que yo los seleccione
26382,3/9/23 14:16,8,Siendo un poco mas claros en las opciones que ofrecen
26383,3/9/23 13:21,4,No puedo pagar con American Express ni Paypal y los extras cuestan lo mismo o más que el vuelo es exagerado. Haré lo posible por volar con otras compañías antes que con Viva Aerobus
26384,3/9/23 12:38,6,El reembolso total lo agregan sin preguntar y solo al final dan la opción de cancelar. Estuve buscando por varios minutos donde desactivarlo.
26385,3/9/23 11:58,8,Primera vez usando esta aerolinea
26386,3/9/23 9:03,6,"tube muchos problemas para poder pagar, tube que ingresar mis datos 3 o 4 veces"
26387,3/9/23 8:10,0,crear una web que funcione y no intente agregar costos sin preguntar.
26388,3/9/23 8:10,5,---
26389,3/9/23 7:47,1,no agreguen adicionales con tanta libertad
26390,3/9/23 7:04,7,precios reales desde el inicio de la reserva
26391,3/9/23 6:32,5,No en engles
26392,3/9/23 6:13,0,Es abrumador ver cuantas cosas ofrecen extras
26393,3/9/23 6:12,8,Detallando los descuentos de la Tarjeta Viva de HSBC
26394,3/9/23 5:52,7,No hice compra a MSI
26395,3/9/23 5:51,5,nO ES DEL TODO CLARA
26396,3/9/23 5:50,8,"Podrían armar un mejor paquete, incluyendo el TUA desde el inicio"
26397,3/9/23 5:50,8,mas vuelos al AIFA
26398,3/9/23 5:45,7,NO HAY CLARIDAD EN LOS COSTOS Y PRECIO TOTAL
26399,3/9/23 5:37,8,INTERFAZ
26400,3/9/23 5:34,6,"debería de ser todo en una sola pantalla, deben de advertir de los costos adicionales tales como: (enumerarlos)"
26401,3/9/23 5:33,8,más rapidez en la página
26402,3/9/23 5:29,6,"AL MOMENTO DE VIAJAR DOS PERSONAS, DEBERIAN DAR LA OPCION DE ELEJIR EQUIPAJE POR INDIVIDUAL, YA QUE QUIERO VIAJAR CON MI PAREJA PERO SOLO UNO QUIERE AGREGAR EQUIPAJE EXTRA, AL MOMENTO DE HACERLO, SE AGREGA EL MISMO EQUIPAJE PARA AMBOS BOLETOS"
26403,3/9/23 5:29,2,ES UN DESMADRE SU PAGINA!!!
26404,3/9/23 5:24,8,No se puede eliminar el  cargo de reembolso total
26405,3/9/23 5:22,7,poner la tarifa total... no ir por partes agregando al final el impuesto
26406,3/9/23 5:18,8,No poner tantas opciones porque confunden
26407,3/9/23 5:12,8,especificar navegadores
26408,3/9/23 5:12,6,El pago a meses sin intereses no fue agregado. También se sumó en automático un seguro que no contraté. Fueron muchos pasos para confirmar la reservación que hasta hace dudar del proceso.
26409,3/9/23 5:08,0,su pagiina esta horrible
26410,3/9/23 5:02,7,"Muchas páginas, la de reservar hotel, está de más"
26411,3/9/23 5:00,0,Dejen de agregar mamadas sin preguntar. Y dejen de preguntar en cada click si quiero agregar mamadas. Se pasan de verga.
26412,3/9/23 4:53,5,"Rezlicé 20 intentos de comprar mi vuelo con los puntos dottler y hasta el ultimo intento pude, deberia haber algun espacio para explicar como usar esos puntos y no batallar tanto, gracias"
26413,3/9/23 4:50,7,porque fue facil pero el tiempo para procesar no fue suficiente. varias veces tube que empesar de nuevo
26414,3/9/23 4:34,5,"INTERFAZ MAS ENTENDIBLE, ES CONFUSA MARCA MSI Y AL FINAL NO ES CIERTO"
26415,3/9/23 4:29,5,el tiempo de espera para refrescar la pantalla.
26416,3/9/23 4:23,3,Los costos son excesivos y engañosos.  Muy lento el proceso de compra.  La página muy lenta para navegar
26417,3/9/23 4:22,8,Simplicar la compra
26418,3/9/23 4:22,3,DEJANDO DE PONER TANTOS CARGOS EXTRAS QUE HACEN MUY TARDADO Y ENGAÑAN CON UNA TARIFA QUE NUNCA ES. LA QUE PUBLICAN.
26419,3/9/23 4:14,8,PROPONGO QUE PONGAN MAS PROMOCIONES
26420,3/9/23 4:13,5,"demasiados pasos, demasiados cobros, , se sienten los trucos con os botones..es para niños, no para hombres de negocios.  Muy tardado, difísil,"
26421,3/9/23 4:10,0,Fallas constantes
26422,3/9/23 4:08,1,"Dejar  que los clientes decidan de cualquir cobro extra si lo desean, y no automaticamente applicar y despues que ellos lo remuevan"
26423,3/9/23 4:06,8,"PODER HACER MÁS DIRECTA LA COMPRA PORQUE TRATAN DE AGREGAR DEMASIADOS SERVICIOS EXTRA. A ALGUNAS PERSONAS PUEDE SERLES ÚTIL, NO TANTO EN MI CASO."
26424,3/9/23 4:01,0,que no cobren el tua gracias esta muy caro
26425,3/9/23 3:58,8,cambiaron los precios de asiento de un momento a otro
26426,3/9/23 3:56,6,NO RECIBE TODAS LAS TARJETAS
26427,3/9/23 3:55,8,No cobren la selección de asientos
26428,3/9/23 3:54,6,Todo normal
26429,3/9/23 3:53,7,CON LA FORMA DE RESERVAS AUMENTAN CADA VEZ QUE UNO DA UN TECLAZO
26430,3/9/23 3:50,5,no funcionaba la parte de pago en firefox
26431,3/9/23 3:49,5,MAS RAPIDES
26432,3/9/23 3:48,7,Pongan los precios netos
26433,3/9/23 3:46,8,PONEN MUCHAS TRAMPAS Y ADICIONALES PARA EL COBRO.
26434,3/9/23 3:37,0,"no permite pagos con tarjeta de crédito ni debito. intente con 5 tarjetas, 2 computadoras, 2 diferentes fechas y me cancelaron mi reservación. fatal!!!"
26435,3/9/23 3:37,6,Que sean mejores aviones
26436,3/9/23 3:34,6,mas accesible mas entendible
26437,3/9/23 3:18,8,SIN TANTAS OFRECIMIENTOS PARA EL VUELO
26438,3/9/23 3:15,2,EXAGERAN CON LA PUBLICIDAD Y SU VENDIMIA
26439,3/9/23 3:15,6,"Quitar tantos textos y comerciales que no tengan nada que ver con la compra de los vuelos, lo complican mas y confunden al comprador"
26440,3/9/23 3:12,8,todo muy bien gracias
26441,3/9/23 3:10,0,"Pago AMEX en portal !!!!!!!!!!!!!!!!!!!!! Nada,as funciona en el APP movil"
26442,3/9/23 3:09,8,Selección de asientos excesivamente alta
26443,3/9/23 3:05,6,no viene claro donde se puede pagar a meses y son muchos tramites
26444,3/9/23 2:57,6,Quitando información sobre hospedaje y transporte.
26445,3/9/23 2:52,8,un poco lento al agregar el prepago de TUA
26446,3/9/23 2:51,8,usabilidad
26447,3/9/23 2:49,8,QUE SEA MAS RAPIDO Y MAS CLARO TODO.
26448,3/9/23 2:48,8,ELIMINANDO UN POCO DE PASOS PARA COMPRAR LOS VUELOS
26449,3/9/23 2:47,8,HACERLA MAS ACCESIBLE MAS ARMONICA
26450,3/9/23 2:36,4,My flight for my wife and I cost $60 more than my friend who just booked the same flight!!! :( No Bueno!
26451,3/9/23 2:33,8,No ponerle 1 peso cuando no hay vuelos de 1 peso
26452,3/9/23 2:29,8,"la asignacion de asientos no deberia tener costo, eso ya es demasiado"
26453,3/9/23 2:29,0,Poniendo precios firmes desde el principio!
26454,3/9/23 2:27,7,NO HAY MESES SIN INTERESES
26455,3/9/23 2:27,5,Mid
26456,3/9/23 2:26,3,Sin modificar los precios cada que uno los consulta.
26457,3/9/23 2:26,6,"MAYOR CLARIDAD EN LOS VUELOS NOCTURNOS Y FECHAS, RESULTA CONFUSO"
26458,3/9/23 2:25,5,better website
26459,3/9/23 2:22,7,la plataforma no es tan intuitiva
26460,3/9/23 2:19,8,no tener retrasos
26461,3/9/23 2:16,6,"facil y rapido, muchos trucos para quitar cosas adicionales con cargo"
26462,3/9/23 2:15,7,"demasiada animacion, tarda en cargar. muchos pop ups"
26463,3/9/23 2:15,5,PONIENDO EL PRECIO TOTAL DESDE EL INICIO. ENOJA SUMAR Y SUMAR COSTOS
26464,3/9/23 2:09,8,Se traba en firefox
26465,3/9/23 2:05,7,Las tarifas son egnañozas
26466,3/9/23 2:04,6,Version móvil mejorada
26467,3/9/23 2:01,6,Es algo lenta y confusa
26468,3/9/23 2:00,0,Aserlo más fasil para los Que no usamos tengnolojia
26469,3/9/23 1:57,7,MUCHOS CARGOS ADICIONALES SORPRESA
26470,3/9/23 1:56,5,"TIENE MUCHOS COBROS EXTRA, EL PRECIO ES ENGAÑOSO"
26471,3/9/23 1:52,7,"NO COBRANDO CADA DETALLE NI PONIENDO TRAMPAS AL PONER UDS EL SEGURO, PORQUE SI NO ME DOY CUENTA PAGO CASI 1000 PESOS MAS"
26472,3/9/23 1:47,8,"QUE NO TE CARGUEN EN AUTOMÁTICO EL SEGURO DE REEMBOLSO TOTAL, SI NO TE DAS CUENTA LO PAGAS, DEBE SER OPCIÓN"
26473,3/9/23 1:47,3,"I cant change the currency from mexican pesos to american US dollars, and it's annoying."
26474,3/9/23 1:45,0,Dejar de precargar cobros
26475,3/9/23 1:41,8,INDICANDO DONDE DAR CLIK
26476,3/9/23 1:41,0,"el desglose de tantas opciones pudiese ser en una ventana aun mas breve o sin taaaantos graficos, lo que se requiere de información debería ser prioritario, son demasiados ""CLICKS"" para un boleto de avión, si no requiero hospedaje o extras... debería ser mi decisión si requiero más información de lo básico que busco"
26478,3/9/23 1:37,0,No jala chido
26479,3/9/23 1:37,0,NUNCA
26480,3/9/23 1:36,7,muchos pasos y todo se cobra aparte
26481,3/9/23 1:35,8,"no incluir seguros de manera automática, que el pasajero lo elija"
26482,3/9/23 1:35,8,No se demoren su vuelos
26483,3/9/23 1:31,7,No incluir seguro viaje sin que yo quiera!
26484,3/9/23 1:30,7,muchas opciones y eso creo que genera confusion
26485,3/9/23 1:30,8,CON LA INFORMACION MAS CLARA
26486,3/9/23 1:25,0,NO DEJA PAGAR LAS RESERVACIONES
26487,3/9/23 1:14,8,proceso de pago con tarjeta de credito
26488,3/9/23 1:10,8,mejorando los precios de los asientos
26489,3/9/23 1:09,7,Informacion de vuelos mas organizada
26490,3/9/23 1:02,0,muy lenta a la hora de pagar el tUA
26491,3/9/23 0:57,7,en firefox no funciona bien
26492,3/9/23 0:51,6,mas rapido y sencillo poder comprar un vuelo
26493,3/9/23 0:48,6,"UN POCO CONFUSA CON LOS COBROS, PERO TODO BIEN"
26494,3/9/23 0:47,6,"HACERLO MAS FACIL, ME PARECE MEDIO CONFUSO"
26495,3/9/23 0:42,8,"No poniendo tantas cosas que confunden, parece que ta sale barato, pero al final sale caro"
26496,3/9/23 0:41,8,en no poner tantas cosas automaticamente
26497,3/9/23 0:34,5,Demasiados pasos para lograr una reservación
26498,3/9/23 0:29,1,NO DIGAN MENTIRAS
26499,3/9/23 0:18,0,MUY LENTA
26500,3/9/23 0:16,8,"haciendolo mas fácil, las opciones están muy complicadas de entender"
26501,3/9/23 0:13,6,PONIENDO LAS TARIFAS DESDE EL PRINCIPIO INCLUYENDO IVA
26502,3/9/23 0:13,3,Tuve que intentar pagar 3 veces y no aceptaba el pago cuando toda la información era correcta
26503,3/9/23 0:12,0,"NO ME DEJO HACER EL PAGO DESDE LA PAGINA, LO HICE 6 VECES Y HASTA ME BLOQUEARON LA TARJETA VOY A TENER QUE PAGAR EN OXXO"
26504,3/9/23 0:03,2,Facilitar la elección de diferentes opciones de maleta cuando son varios pasajeros.
26505,3/9/23 0:02,0,When your prompt for names in the payment form for credit card you do not match was is printed on the card.
26506,3/9/23 0:00,5,la documentacion sea idividual
26507,3/8/23 23:59,7,pongan losprecios desde el principio
26508,3/8/23 23:57,2,el tiempo de espera
26509,3/8/23 23:54,8,AGRAGANDO METODO DE PAGO POR PAY PAL
26510,3/8/23 23:39,5,dejen de cobrar por por lo que es comun al viajar en avion.
26511,3/8/23 23:36,8,TE AGREGAN COSAS POR DEFAULT
26512,3/8/23 23:35,3,"Solucionando los problemas con las formas de pago con tarjeta de debido y crédito, puesto que por mas que intente pagar con diferentes tarjetas, el problema era el mismo"
26513,3/8/23 23:34,6,Simple and user friendly
26514,3/8/23 23:30,0,Poniendo los costos reales con TUA y al final realizar la separación para que sepamos cuanto es de impuestos y cuanto es de los boletos
26515,3/8/23 23:14,0,muy cara la seleccion de asientos
26516,3/8/23 23:11,0,imposible realizar el pago con 3 tarjetas de crédito extrajeras
26517,3/8/23 23:10,8,Que este mejor la plataforma
26518,3/8/23 23:09,8,Complicado por el tua e impuestos
26519,3/8/23 23:08,8,selección de asiento
26520,3/8/23 23:07,8,el costo de los vuelos cambia muy rápido
26521,3/8/23 23:01,7,QUE PONGAN PRECIOS REALES
26522,3/8/23 23:00,8,"Me marcó error una vez, al querer pagarlo, y muchas veces me bloqueó por inactividad."
26523,3/8/23 23:00,8,ES MUY CONFUSA EN LA FORMA COMO CONSTRUYEN SU TARIFA
26525,3/8/23 22:58,7,El TUA esta escondido en el final
26526,3/8/23 22:49,7,simplificando el registro
26527,3/8/23 22:45,8,MAS PROMOCIONES
26528,3/8/23 22:43,7,evcitar ingresar cargos extras que no solicito
26529,3/8/23 22:39,6,"QUITAR TODO LO QUE OFRECEN, CUANDO NO LO NECESITAMOS"
26530,3/8/23 22:38,7,Processo es muy complicado.
26531,3/8/23 22:37,8,Mas sencillo el proceso de compra
26532,3/8/23 22:31,8,"cuando hay problemas nunca los resuelven, ¿Cómo puedenmejorar? resolviendolos"
26533,3/8/23 22:19,6,demasiados pasos
26534,3/8/23 22:18,0,Credit Card pagos tiene problemas.
26535,3/8/23 22:10,5,la pagina es lenta y me saco varias veces de mi compra
26536,3/8/23 22:03,7,Siempre agregan un seguro de protección de vuelo que confunde mucho a la hora de pagar
26537,3/8/23 22:02,6,MUCHOS ADICIONALES
26538,3/8/23 21:57,8,no confundiendo con sus preguntas
26539,3/8/23 21:57,2,Que no se borren los datos ya ingresados mientras uno esté en la 'sesion' - tuve que ingresar datos como 3 veces - un poco frustrante.
26540,3/8/23 21:56,0,quitando tanta basura de anuncios y cobrar por todo
26541,3/8/23 21:54,8,NO OCULTANDO TANTO GASTOS EXTRAS
26542,3/8/23 21:50,3,cero amigable
26543,3/8/23 21:48,7,Lo de reembolso total esta escondido
26544,3/8/23 21:48,7,esta muy dificil el manejo de la pagina web
26545,3/8/23 21:41,5,mas facil de usar. tarda mucho en cargar
26546,3/8/23 21:38,6,tiene bugs al momento de mostrar los precios
26547,3/8/23 21:38,8,Mayor rapidez
26548,3/8/23 21:38,8,Todo muy claro salvo por los impuestos adicionales que salen de ultimo. El precio si cambia y no lo sabes sino hasta el final
26549,3/8/23 21:23,8,Formas de pago y calendario
26550,3/8/23 21:23,0,NO PERMITE REALIZAR PAGOS
26551,3/8/23 21:20,8,cambio de precio varias ocaciones
26552,3/8/23 21:17,3,No carga y va lento
26553,3/8/23 21:16,7,Agregar los costos de los vuelos en la página principal reales incluyendo tua
26554,3/8/23 21:11,8,Que tengas la opciòn de regresar al momento de la compra
26555,3/8/23 21:11,8,la pagina y aplicacion se traba demasiado
26556,3/8/23 21:11,8,que no pongan todos las opciones para cobrar mas
26557,3/8/23 21:01,8,"al momento de cobrar los extras no es muy claro el cómo te lo indican, mejoraría mucho si ponen un check list marcando lo que es pago obligatorio y lo que se puede remover"
26558,3/8/23 20:59,8,"No incluyan el seguro de reembolso en el costo del boleto de avión, no sean mañosos"
26559,3/8/23 20:57,4,MAS AMOGABLE
26560,3/8/23 20:57,8,"Tal vez las opciones de selección, que sea más fácil quitar lo seleccionado (asientos, tipo de equipaje) un resumen y antes de pagar que sea más fácil quitar o agregar"
26561,3/8/23 20:55,8,Poco amigable
26562,3/8/23 20:46,8,Es muy largo su proceso. Haganlo mas corto
26563,3/8/23 20:44,4,"Muy complicado todo, te agregan todo por todos lados, dificil de usar"
26564,3/8/23 20:41,8,mucho enredo con las opciones y paquetes
26565,3/8/23 20:39,0,No me dejo pagar con AMEX
26566,3/8/23 20:38,2,Not able to switch to US dollars when asked.
26567,3/8/23 20:25,7,"Ser más claros con la información respecto a servicios adicionales, maletas y todo, ya que está sesgado a comprar tarifas más caras de ñas mecesarias."
26568,3/8/23 20:22,5,muy lenta! nunca pude registrarme
26569,3/8/23 20:20,8,LLEGANDO A TIEMPO
26570,3/8/23 20:19,8,NO INSISTIENDO EN QUE COMPRE UNO ACCESORIOS QUE NO ESCOGISTE
26571,3/8/23 20:15,1,Publicidad engañosa...te dicen que costos desde 200 y acaba saliendoe l vuelo en 3000.Engañoso. Es un robo que te cobren por llevar maleta en cabina.
26572,3/8/23 20:10,4,QUESEA MAS AMIGABLE LA PAGINA
26573,3/8/23 20:08,0,NO AUMENTANDO COSTO DE VUELOS EN EL TRANSCURSO DE LA COMPRA
26574,3/8/23 20:08,8,en los precios
26575,3/8/23 20:06,8,no es claro lo que se suma como tarifas adicionales
26576,3/8/23 20:04,8,"Que funcione mejor con todos los buscadores, con firefox falla mucho"
26577,3/8/23 20:02,8,muchas ventanas
26578,3/8/23 19:55,3,NO HACER TAN LARGO EL PROCESO DE COMPRE
26579,3/8/23 19:53,8,no podia quitar un carga de un seguro y no lo había seleccionado yo tuve que hablar a servicio a cliente hasta que lo purismos encontrar que estaba escondido en el apartado de pago en efectivo
26580,3/8/23 19:53,5,Página web pesa mucho por ende tarda en cargar y procesar :(
26581,3/8/23 19:52,8,Poniendo por separado el cargo del TUA para pagarlo al realizar el check-in y eliminando por default el cobro de reembolso total
26582,3/8/23 19:48,5,LA FORMA DE PAGO CON TARJETA CASI SIEMPRE LA RECHAZA
26583,3/8/23 19:38,3,Háganla compatible con el teclado de android
26584,3/8/23 19:32,4,es tardado el registro y cada cosa extra te lo cobran y agregan por separado
26585,3/8/23 19:28,0,NO ME DEJA PAGAR Y NO ES MI TARJETA
26586,3/8/23 19:21,8,Menos datos
26587,3/8/23 19:20,7,Tienes muchas opciones de compra y te pierdes entre tantas
26588,3/8/23 19:14,6,Facilitar el proceso
26589,3/8/23 19:12,2,NO ACEPTA PAGO DE TARHETA
26590,3/8/23 19:12,8,Es algo confusa por los anuncios
26591,3/8/23 19:10,8,mostrar desde un inicio el precio del boleto integrado el tua
26592,3/8/23 19:02,7,"que sea mas agil, llevo una semana y no habia podido concretar mi compra y digan la verdad del precio"
26593,3/8/23 19:02,8,Tuve muchos problemas con el navegador Firefox
26594,3/8/23 19:00,6,Sin tantos pasos
26595,3/8/23 18:58,7,Quitar tantos seguros y kilos extras.
26596,3/8/23 18:56,7,Sin tantos cobros ocultos
26597,3/8/23 18:54,4,ser mas rapidos
26598,3/8/23 18:47,6,Van metiendo adicionales al precio total que el usuario no elige y puedes pagar algo que no quieres y no viste cuando lo seleccionaste.
26599,3/8/23 18:47,8,"Está equivocado o mal intencionado agregar ""la proteccion de reembolso"" cuando ya casi está el checkout, debe ser ofrecido antes para leer con claridad lo que uno quiere incluir. Da dolor de cabeza ver otro precio. Gracias"
26600,3/8/23 18:45,5,Un problemón para cancelar el seguro de reembolsos
26601,3/8/23 18:32,8,No me deja realizar el pago con la tarjeta guardada
26602,3/8/23 18:29,0,No dejan pagar por tarjeta por su culpa me bloquearon la tarjeta
26603,3/8/23 18:27,8,son mil pasos para poder comprar
26604,3/8/23 18:24,8,ES FACIL DE ENTENDERLA PARA COMPRAR LOS BOLETOS DEL VUELO
26605,3/8/23 18:21,1,"Mienten al poner los precios de los asientos. Yo elegí asiento con amplio espacio y decía que habían desde 81 pesos. Cuando puse el cursor sobre el asiento que quería decía 81 pesos, pero cuando le di click, cambió a trescientos y fracción, después de eso no encontré ningún otro de 81 pesos. Es una porquería."
26606,3/8/23 18:15,8,no tener tantos costos ocultos o conferme se va avanzando
26607,3/8/23 18:14,6,EL SERVICIO PARA  VIAJAR EN GRUPO
26608,3/8/23 18:07,8,EN ocasiones los servicios son algo truculentos y no te das cuenta que están cargados en el carrito. Pero han mejorado respecto a antes.
26609,3/8/23 18:07,8,Demasiadas opciones para calcular tarifa final
26610,3/8/23 18:03,6,QUITANDO TANTAS TRAMPAS EN LOS ADICIONALES
26611,3/8/23 18:03,6,Marca error cuando quise reservar con un precio y luego cambia
26612,3/8/23 17:58,8,OK
26613,3/8/23 17:54,7,QUE SEAN MAS CLAROS AL MOMENTO DE DAR SUS TARIFAS Y NO HAYA PAGO OCULTOS QUE RESULTAN HASTA EL MOMENTO DE REALIZAR EL PAGO
26614,3/8/23 17:52,8,OFRECER COSTO SIN TANTOS AGREGADOS
26615,3/8/23 17:48,8,ESTABA LENTA LA PLATAFORMA
26616,3/8/23 17:47,8,Haciendo mas fácil seleccionar los cargo extra
26617,3/8/23 17:46,6,....
26618,3/8/23 17:42,1,cobros in necesarios
26619,3/8/23 17:37,8,MUCHOS ANUNCIOS
26620,3/8/23 17:35,0,muestren precios finales
26621,3/8/23 17:35,0,no parais de poner cosas para sacaros mas dinero
26622,3/8/23 17:34,3,dejar de meter tantos cargos escondidos
26623,3/8/23 17:21,5,"Incluyendo el monto del TUA y dejando siempre visible el precio del vuelo con los ""extras"" sumados"
26624,3/8/23 17:20,6,Mostrar el costo total con impuestos para realmente estimar el costo total.
26625,3/8/23 17:10,8,SIN TANTO ANUNCIO
26626,3/8/23 17:09,4,"necesitamos que bajen mas los precios de las tarifas aeroportuarias, es una lastima que sea tanto por muy poco servicio y no tiene agua potable para beber.necesitamos que metan presión ustedes en eso para mejorar su servicio."
26627,3/8/23 17:08,2,Son muy mañosos. Lo ponen muy escondido para que continue sin seleccionar asiento. Agregan un reembolso total sin preguntar. Muchas mañas con ustedes.
26628,3/8/23 17:05,8,BAJANDO UN POCO LOS PRECIOS
26629,3/8/23 16:57,8,Llene toda la información y cuando le di pagar no me dejo por que el precio ya había cambiado tuve que llenar todo de nuevo
26630,3/8/23 16:57,6,"VIVA AEROBUS SE VOLVIO UNA AEROLINEA MAS, DEJO DE SER LA AEROLINEA DE MEXICO"
26631,3/8/23 16:56,5,"no sirve el sistema de pago con tarjeta de débito, lo he intentado ya 5 veces en diferentes días"
26632,3/8/23 16:54,5,"Incluyan el precio final desde el principio, con TUA"
26633,3/8/23 16:45,8,Bastante lento al momento de cambiar a la seccion para datos del pasajero
26634,3/8/23 16:44,7,No metan cargos engañosos
26635,3/8/23 16:40,5,EL SISTEMA DE FACTURACION ES UN ASCO
26636,3/8/23 16:38,6,debería poder seleccionar si quiero equipaje  documentado o no  en el paquete  que puedes seleccionar tu asiento. reduciendo costos innecesarios.
26637,3/8/23 16:35,7,RESPETAR LOS PRECIOS OFERTADOS Y NO COBRAR POR SELECCIONAR ASIENTO YA QUE AL RESERVAR NO TE IRAS PARADO COMO EN UN TRANSPORTE COLECTIVO
26638,3/8/23 16:30,6,muchos anuncios y cosas que agregar...
26639,3/8/23 16:26,2,el precio debe incluir maleta. Es muy malo que obliguen agregar otros costos!
26640,3/8/23 16:23,0,"ESTOY SUMAMENTE MOLESTO CON LA AEROLINEA, ME HACEN PAGAR SOBRE PRECIOS Y AL FINAL TERMINAN CANCELANDO A SU ANTOJO Y SE BURLAN DE MI Y D EMIS PROBLEMAS"
26641,3/8/23 16:22,4,Demasiadas preguntas y clicks para hacer el camino por defecto.La pantalla de búsqueda inicial se queda colgada a veces.
26642,3/8/23 16:21,8,LOS VUELOS SON MUY CAROS DEBEN ACEPTAR LAS TARJETAS DE INPAM
26643,3/8/23 16:17,7,Dando más tiempo para reservar en lo que uno mete los datos
26644,3/8/23 16:14,4,Especificar donde puedes cambiar una opción no deseada
26645,3/8/23 16:12,8,indicar el monto total desde el inicio
26646,3/8/23 16:05,8,en mi celular no pude pasar de la pagina de lo del TUA tuve que hacerlo desde una computadora
26647,3/8/23 15:59,0,"Dar más tiempo entre lo que cierran su sistema para hacer check in en aeropuerto y en lo que sale el vuelo, es muy malo su servicio al cliente."
26648,3/8/23 15:58,1,Price changes even when booking!!! very misleading information!
26649,3/8/23 15:48,7,me perdio en las cosas extra
26650,3/8/23 15:46,6,"Quieren venta cruzada a como de lugar, deberian ser más prácticos y menos abrumadores con los extras"
26651,3/8/23 15:45,5,I could not set up a personal profile... I entered my email address and new password.  I received an email to confirm my identity.  I clicked on the link but ONLY GOT AN ERROR CODE.  I was not able to log in to my new account and I could not set up an account again.
26652,3/8/23 15:40,2,cada vez que checas el precio aumenta quemal sitema  de compra
26653,3/8/23 15:32,5,"Son demasiadas cosas que seleccionar, no se que puse y que no"
26654,3/8/23 15:25,8,no me parece bien que  hagan cargos de servicios de manera automatica y ya despues pregunten si los queremos o no ¬¬
26655,3/8/23 15:00,8,la compra online es perfecta. creo que el tratamiento del equipo en el aeropuerto puede mejorar
26656,3/8/23 14:57,4,NIUNA
26657,3/8/23 14:52,5,es muy confusa...
26658,3/8/23 14:47,5,The website yesterday was not working.  I could not book a flight.
26659,3/8/23 14:43,1,Meses sin intereses en tarjetas de credito
26660,3/8/23 14:31,8,TARIFAS CLARAS
26661,3/8/23 14:01,8,actualizar las aplicaciones
26662,3/8/23 13:51,8,Dar opcion de pagar despues elTUA en todos los precios
26663,3/8/23 13:15,0,"Atiborran y confunden al pasajero queriendole vender de todo, solo les faltó vender chicles"
26664,3/8/23 12:49,1,SIENDO HONESTOS
26665,3/8/23 11:13,5,Ser transparentes con los precios ya seleccionados
26666,3/8/23 10:28,0,MUY CARO
26667,3/8/23 9:07,7,"DANDO LOS DAROS QUE SE SOLICITAN, SIN TANTO RODEO"
26668,3/8/23 9:03,8,MAS AMIGABLE
26669,3/8/23 8:32,6,QUE LAS SESIONES NO EXPIREN
26670,3/8/23 8:15,8,Confunden mucho y te regresan a cada rato a la pagina principal y pongan la opcion de pago del TUA desde el principio seria mas comodo.
26671,3/8/23 7:54,0,Pagar extras no debería estar seleccionado por default.
26672,3/8/23 7:35,5,No me gusta que por cada cosa que agregas te cobran. Mejor que pongan el precio al inicio.
26673,3/8/23 7:16,8,SER MENOS CONFUSO
26674,3/8/23 7:16,7,No agregar costos extra
26675,3/8/23 7:14,8,QUITANTO EL AGREGADO OBLGATORIO QUE IMPONEN
26676,3/8/23 7:03,8,"No vi la opción de agregar el servicio de Cross Border Express, o si mi vuelo lo incluye."
26677,3/8/23 6:46,7,no pongan costo de los asientos
26678,3/8/23 6:46,5,Dear informacion de pasajeros Al final.
26679,3/8/23 6:46,7,poco especificos
26680,3/8/23 6:46,7,Demasiadadas páginas por llenar e información poco clara.
26681,3/8/23 6:45,7,NO COBRANDO EL ASIENTO APARTE.
26682,3/8/23 6:38,8,cuesta trabajo encontrar algunas opciones
26683,3/8/23 6:29,8,sin tantas cosas adicionales
26684,3/8/23 6:23,0,"Mejor servicio, cuidar la satisfacción del Cliente y experiencia."
26685,3/8/23 6:20,5,muy lenta
